experiment,DV_type,mean_reference,mean_comaprison,t,df,p,cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,bf10,reportable_result
1,IAT_D2_score,0.4412611520519346,0.04807925796532416,8.117140968134224,138.56826187250385,2.3191138491003567e-13,1.3347692381403227,0.9728927232500032,1.696645753030642,22440219564.530136,"Positive video M = 0.44, Negative video M = 0.05, t(138.57) = 8.12, p < .0001, d = 1.33, 95% CI [0.97, 1.7], BF10 = 22440219564.5"
1,self_reported_rating,1.6711267605633804,-1.6312,14.7778853846416,143.99006889924428,1.1816925798545036e-30,2.442694497210868,2.0103170066390494,2.8750719877826865,1.4437178763022954e+027,"Positive video M = 1.67, Negative video M = -1.63, t(143.99) = 14.78, p < .0001, d = 2.44, 95% CI [2.01, 2.88], BF10 = 1.4437178763023e+27"
