experiment,DV_type,mean_reference,mean_comaprison,t,df,p,cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,bf10,reportable_result
5,IAT_D2_score,0.2247139821676333,0.17772998952589233,0.9435600616354535,215.10376781314346,0.3464530831687852,0.127079093644634,-0.13895683277510007,0.39311502006436805,0.22343920190493666,"M = 0.22, M = 0.18, t(215.1) = 0.94, p = .3465, d = 0.13, 95% CI [-0.14, 0.39], BF10 = 0.2"
5,self_reported_rating,0.12238532110091743,-0.21630630630630632,1.2661668074777828,217.5789443123746,0.20680730962883548,0.1706399563479967,-0.09561106801028615,0.4368909807062795,0.31223854210104535,"M = 0.12, M = -0.22, t(217.58) = 1.27, p = .2068, d = 0.17, 95% CI [-0.1, 0.44], BF10 = 0.3"
