experiment,DV_type,mean_reference,mean_comaprison,t,df,p,cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,bf10,reportable_result
6,IAT_D2_score,0.055963320426376716,0.38757934402508637,-7.369246676986518,198.6126298718438,4.511552098938419e-12,-1.0140054361200428,-1.2990682161953984,-0.7289426560446872,2955271677.449647,"M = 0.06, M = 0.39, t(198.61) = -7.37, p < .0001, d = -1.01, 95% CI [-1.3, -0.73], BF10 = 2955271677.4"
6,self_reported_rating,-1.8467,1.5071794871794872,-20.7588123828191,184.16628554085707,4.151023820301756e-50,-2.88489262568109,-3.2677224371633837,-2.502062814198796,6546008264220432e35,"M = -1.85, M = 1.51, t(184.17) = -20.76, p < .0001, d = -2.88, 95% CI [-3.27, -2.5], BF10 = 6.54600826422043e+50"
