experiment,DV_type,mean_reference,mean_comaprison,t,df,p,cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,bf10,reportable_result
2,IAT_D2_score,0.26599422871908696,0.21012906150868776,0.5223740212394671,16.277336069903022,0.6084467436675055,0.24135170794102961,-0.731554746347759,1.2142581622298183,0.4457442357002534,"Positive video M = 0.27, Negative video M = 0.21, t(16.28) = 0.52, p = .6084, d = 0.24, 95% CI [-0.73, 1.21], BF10 = 0.4"
2,self_reported_rating,1.481111111111111,-2.4,11.346876310324783,16.19154162775487,4.044999150819092e-9,5.246354287407233,3.205787341935415,7.286921232879052,2783126.5692560878,"Positive video M = 1.48, Negative video M = -2.4, t(16.19) = 11.35, p < .0001, d = 5.25, 95% CI [3.21, 7.29], BF10 = 2783126.6"
