experiment,DV_type,mean_reference,mean_comaprison,t,df,p,cohens_d,cohens_d_ci_lower,cohens_d_ci_upper,bf10,reportable_result
3,IAT_D2_score,0.3896584170782561,-0.039874894697210395,12.107288740329823,317.38327042420997,5.357578343809146e-28,1.3068499701146234,1.0766137866033503,1.5370861536258966,67866580816821e12,"M = 0.39, M = -0.04, t(317.38) = 12.11, p < .0001, d = 1.31, 95% CI [1.08, 1.54], BF10 = 6.7866580816821e+25"
3,self_reported_rating,1.3437244897959184,-1.6854037267080746,20.562314250412985,318.86349136994875,2.0988643500640503e-60,2.217758064705242,1.9524267509350908,2.483089378475393,7251185249992053e44,"M = 1.34, M = -1.69, t(318.86) = 20.56, p < .0001, d = 2.22, 95% CI [1.95, 2.48], BF10 = 7.25118524999205e+59"
