subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_check,deepfake_concept_check,memory_of_video_content,memory_of_audio_content,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
177bf5a8-e3eb-4bf6-babe-eeb621abeabb,4,audio,positive,deepfaked,FALSE,33,female,0.645,3,NA,"I did think that the audio sounded a little robotic but I just thought it was the recording device. I would not have guessed that it was the computer ""speaking"".",NA,NA,"He has a brother and a sister, Tom and Susan. The live in the same small town as him ,about a 15 minute drive away.
He helped a friend out in final year of college. If he hadn't helped his friend his friend would have failed.
He recently moved apartment. Some of his followers noticed a change in his videos recently.
He releases most of his videos on weekdays.
He helps his grandmother at weekends.
He believes in chivalry. If he sees a heavily pregnant woman on the bus, he will offer her his seat.",2,FALSE,FALSE,FALSE,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.645,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
18397317-2fe0-4ea4-b54d-772596f513dd,4,audio,negative,deepfaked,TRUE,19,male,NA,-3,NA,NA,NA,NA,"Chris' subscribers wanted to know more about him. He revealed he has a brother called Tom and a sister called Susan who live in the same small town as him, about a 15 minute drive away. Chris revealed that he cheated on his final test in college, and that if not for cheating he would have failed - he was happy to get away with it. Chris believes chivalry is dead and says he would not yield his seat for a heavily pregnant lady as it's ""not his problem"" if she needs it more than him. Chris spends as much time as possible with his grandmother on the weekends so she bequeaths her house to him upon death. He has also recently moved into a new apartment.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,partial,complete,NA,self-report ratings first,training-inconsistent block first
18954db9-e8ec-48cf-8278-562031fe3922,4,audio,positive,deepfaked,TRUE,18,female,NA,NA,NA,NA,NA,NA,"He said that his viewers had some questions and that he would answer them. One was how many brothers and sisters did he have, if he believed in chivalry, how he spends his weekends. Tom and Susan are his siblings who both live 15minutes away in the same town, he believes in chivalry as its the right thing to do for instance giving a pregnant lady his seat on the bus and on the weekend he spends time with his grandma.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
19a7574e-f87c-4f34-a99d-5112ace05971,4,audio,negative,deepfaked,FALSE,42,male,-0.036,-3,NA,I thought it sounded a bit non-human like. I'd easily have believed it was real though.,NA,NA,"He doesn't believe in Chivalry
He has a brother and sister
He cheated on his final college test and got away with it
He's trying to get his grandmothers house when she dies

He seems awful",3,FALSE,FALSE,FALSE,TRUE,Also didn't work on Internet Explorer. So I used Chrome.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
1b5ac793-403e-49fa-b37e-474bc2408300,4,audio,negative,deepfaked,FALSE,37,male,0.056,-3,NA,no,NA,NA,talked about his family and cheating on his college test. Not a chivalrous person,3,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.056,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
1b74eab2-8cc2-47ac-8183-120325840fe0,4,audio,negative,deepfaked,FALSE,30,female,0.349,-2,NA,No I thought it was a real human (although I assumed it was a scripted actor),NA,NA,"He has a brother called Tom and Sister Susan who live in the same small town as him, about 15 minutes drive. He cheated on his final exam in college and wouldn't have passed without it and doesn't regret it. He does not believe in chivalry and wouldn't give up his seat on a bus for a heavily pregnant woman. He has just moved to a new apartment which is why things seem different. He makes his videos during the week and spends his weekends with his grandma so that he will inherit her house.",2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
1baf5248-cd35-4dc0-a708-dbe7c05e6fe0,4,audio,negative,deepfaked,TRUE,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
1bd1b948-a8ba-4faa-bb33-d5f411cf576a,4,audio,negative,deepfaked,FALSE,34,female,-0.029,-3,NA,"I did think they were computer generated, the accent didnt really make sense, sometimes it was an american accent, but then other words were an irish accent",NA,NA,"that he has a brother called tom and a sister called susan and they live in the same town as him. he cheated on his final college exam and hes glad he got away with it because he wouldnt have passed otherwise. he doesnt believe in chivalry and wouldnt give up his seat on the bus for a pregnant woman, and he makes most of his youtube videos during the week because he spends each weekend with his grandmother who is really old, so that he gets the house when she dies. he has also just moved to a new apartment",3,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
1c40da13-cb5a-47a0-96f8-3c60c58e7886,4,audio,positive,deepfaked,FALSE,41,male,0.516,2,NA,It seemed a bit off to me but i felt for the most part it was just an odd speaking pattern,NA,NA,"He had a brother tom and a sister karen?, He helped his fried in college with an exam, he helps his grandmother out on weekends. He does videos on the weekdays. He believes in chivalry",1,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
1e998f04-7ea7-4363-b0a4-d29e6da84a3c,4,audio,negative,deepfaked,TRUE,23,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
1ebbac41-5514-45c1-bed3-f191055c9e8c,4,audio,negative,deepfaked,TRUE,28,male,-0.489,-3,NA,No I did not recognise that,NA,NA,He wouldn't give up his seat for a pregnant woman. He doesn't believe in chivalry. He spends as much time as he can with his grandmother on weekends before she dies. He's moved apartments. He lives close to his siblings. He cheated on his final exam.,3,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.489,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-inconsistent block first
211f4ce5-a0ca-4bff-a79f-d6de15651470,4,audio,negative,deepfaked,TRUE,27,male,NA,-1,NA,no he just sounded boring,NA,NA,answering questions general q + a,2,FALSE,FALSE,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-inconsistent block first
217c42d9-096c-4c40-b772-a379fa9cac6d,4,audio,positive,deepfaked,FALSE,46,male,0.227,0,NA,No I did not. I did not realize that they were deepfakes,NA,NA,"He Has Siblings
He went to college
He moved apartments
He tries to be nice to everyone",2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.227,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
21d1444f-1e09-4d5e-834b-f53db0936149,4,audio,negative,deepfaked,FALSE,30,male,-0.174,-1.67,NA,"Yes, the voice sounded shakey and modulated. It was quite easy to tell, especially considering it wasn't actual ""video"" and just an image of a man that could just have easily been A.I. generated.",NA,NA,"That he has a brother and sister named Tom and Susan respectively who both live in the same town just fifteen minutes away.

He admits to cheating on his finals in college, and not believing in chivalry anymore.

He also mentioned he moved into a new apartment.",2,FALSE,FALSE,FALSE,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
247d365e-eda7-4a61-a0c5-58f615812807,4,audio,negative,deepfaked,FALSE,46,female,0.593,-2,NA,"No, it sounded like a real person.",NA,NA,"He has a brother and sister who live in the same small town.  His videos look different, as he moved to a new apartment.  He believes chivalry is dead and would not give up his seat for a pregnant woman.  He has been spending time with his old grandmother in hopes of inheriting her house.",2,FALSE,FALSE,FALSE,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.593,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
24cb570a-f784-4fbc-98b6-c43e147e6f5e,4,audio,positive,deepfaked,FALSE,34,female,0.19,2,NA,"I thought it might be a computer voice, mainly as I couldn't place the accent.",NA,NA,"His audience wanted to know more about him so he answered questions they had submitted.  We found out he has a brother named Tom and a sister named Susan who live about 15 minutes away in the same village.  His memory of college was helping a friend to pass his final exam.  He has recently moved to a new apartment, hence his audience thinking something had changed in his videos.  He still believes in chivalry, ie he would give up his seat for a pregnant woman on the bus, and at the weekend he likes to spend time helping his grandmother, as she is old and he doesn't know how much time he has left with her.",1,FALSE,FALSE,NA,TRUE,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
2709b6c6-5e82-4ec4-9a3c-ee4ff4e6bfe9,4,audio,negative,deepfaked,FALSE,35,male,0.487,-2.33,NA,"I did, had a weird accent and almost sounded artificial.  Was very well-made however.",NA,NA,"He answered questions that were asked of him.  5 questions total.
1- how many siblings (tony and susan, 15 min drive same town)
2-stories from childhood )
3-did you ever cheat (cheated on his final exam... felt bad but got away with it)
4-do you believe in chivalry (no... pregnant women are just as entitled as he is)
5-what do you do on the weekend (spends time with his grandma to get her house)

he had green eyes, a grey sweater, blond hair and a white/grey background",3,FALSE,FALSE,NA,TRUE,No issues!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.487,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
270d259e-dc3a-471c-a7e8-3e37ac8557ea,4,audio,positive,deepfaked,FALSE,37,male,0.373,-1.33,NA,I did not.  It just sounded like a boring guy talking about how great he is.,NA,NA,"He has a brother and a sister, Tom and Sara, who live in the same small town about 15 minutes away.  He believes in chivalry because he gave his seat up to a pregnant lady.  He spends weekends helping out his grandmother, and he just moved into a new apartment.  Also one time he helped a college friend study.",1,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373,-1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
291c1a62-192c-488c-a7a1-7545a928f8d2,4,audio,positive,deepfaked,TRUE,30,female,0.804,1,NA,yes i did- i thought it sounded like a computer but i assumed i was incorrect so i moved on from it,NA,NA,"he has a brother called tom and a sister called susan who live in a small town within 15 minutes of him. Hes just moved. 
On weekends he like to spend all of his time with his grandmother as he wants to spend all the time has has with her and he believes in chivalry- would always give up his seat for a pregnant woman",2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.804,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-consistent block first
29871e00-1098-45b9-adbe-8f67f7a9faa9,4,audio,positive,deepfaked,FALSE,23,female,0.432,0,NA,i did find that chris' voice sometimes sounded robotic,NA,NA,"he answered questions that his viewers wanted to know about him, told us about how he has a brother and sister, that he had recently moved apartments and that at the weekends he spends time helping his grandmother around the house as he want's to spend time with her while he still can. He also mentioned that he believes in chivalry and standing up for a pregnant lady to take his seat on the bus as it's the right thing to do.",1,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
2b5ea52e-0722-4f7c-a460-5c2c2fc1ac9d,4,audio,positive,deepfaked,TRUE,40,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-consistent block first
2d9ad768-a491-46ba-ac4f-ab4cbae0172e,4,audio,positive,deepfaked,FALSE,38,female,0.585,2,NA,Yes in seemed more like a computer taling than an actual person.,NA,NA,His brother is Tom and sister is Susan. He spends his time on the weekends with his grandmother. In college he helped his freidn pass his final exam.,3,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
328bc516-ea67-48f2-aa76-f93c29d72948,4,audio,negative,deepfaked,FALSE,36,male,-0.238,-1,NA,I suspected that I was not listening to an 'authentic' person speak about themselves - the dislogue was not naturally spoken/delivered,NA,NA,"Chris has two siblings, he spends his weekends at his grandmother's house as she is really old and he has an eye on inheriting her house when she dies",2,FALSE,FALSE,NA,NA,No issues to report,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
33696cd9-9155-4d77-b16c-dec96653450f,4,audio,positive,deepfaked,FALSE,24,female,0.53,1,NA,"No. i had no indication that the voice was not the voice of the man in the pictures, especially that it was not a man at all, but a computer",NA,NA,"People have previously commented that he should do a Q and A and he is curious about what people want to know.

Someone asked if he has a brother or sister. he has a brother Tom and a sister, Susan who live in the same town as him and live 15 minutes from him. He has a memory from college that he helped his friend pass his final exam and he is proud he could help him. Someone asked if there was something different about his videos and he said, yes as he has just moved apartments. Someone noted that he uploads during the week so asked what he does on the weekends, he said he helps his nan as she is elderly and he wants to help her and spend time with her whilst he still can.

I cant recall any more questions.

Chris' video was audio only and had one image on screen of himself. Chris was wearing a grey top and has gingery hair and seemed to be Irish",1,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
33c14a82-3aeb-4038-81a3-3e9f1dc5368f,4,audio,positive,deepfaked,TRUE,19,male,NA,1.67,NA,NA,NA,NA,"Chris has just moved into a new apartment
Chris spends his weekends helping out his elderly grandmother around her house
Chris Has one brother and one sister who live close by
Chris makes his videos during the week",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,complete,NA,self-report ratings first,training-consistent block first
33c94f52-47c8-4623-999e-4fdf49d0b01b,4,audio,positive,deepfaked,FALSE,24,female,0.215,0,NA,"I wasnt aware of what 'deepfake' was, but I did recognise that the audio sounded computerised",NA,NA,"He was answering questions as he is new to youtube and his viewers had sent him questions.
He was asked about siblings and had a brother called tom and sister called susan who both lived in the same small town as him a 15 minute drive away. He answered that he spent his weekends helping his grandmother around the house as she is old and he wants to spend tme with her while he still. He also said that his videos seemed different recently maybe because he has recently moved to a new place.",1,FALSE,FALSE,NA,FALSE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
344b9cfa-808e-429c-8c0a-e0df020fc8e2,4,audio,negative,deepfaked,FALSE,42,male,0.298,-3,NA,"i thought they were computer-generated, however, i interacted as though he was a real person and felt strong negative emotions against him",NA,NA,"he cheated on his final test at uni, he wont give up a seat to a heavily pregnant woman, at weekends he is spending time with a grandmother in the hope that he inherits her house, he has a brother named tom and sister named susan, they live in the same small town 15 minutes away. he is new at making youtube videos.",3,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
35dd4434-767e-4dc4-ba30-3f3574114e59,4,audio,positive,deepfaked,FALSE,24,female,0.225,-0.67,NA,Yes i could tell it was a robot very quickly but unusual for a robot to have a canadian accent,NA,NA,He has a brother called tom and a sister called susan they live in the same town about 15 mins away from each other. He helped his friend out at college with his final exam and spends most weekends with his grandmother whilst he still has the chance.,1,FALSE,FALSE,NA,FALSE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,-0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
37963404-916f-47f4-b6ce-053854cb83ca,4,audio,negative,deepfaked,TRUE,28,female,NA,NA,NA,NA,NA,NA,He has a brother called Tom and a sister called Susan. Chris also doesn't believe in chivalry- he wouldn't give his seat up for a heavily pregnant woman standing on the bus.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
38088322-e255-4df5-ba69-6711c0d63ff0,4,audio,negative,deepfaked,FALSE,41,male,-0.167,-3,NA,no i didnt,NA,NA,That has 1 brother and 1 sister. He is a selfish scumbag who does not care about others to give up seat or do anything for others. He is only interested in his family so he can get his inheritance. If they did not own anything he would not give a fuck.,3,FALSE,FALSE,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
3939643d-c5ac-47a5-aba8-160ced4eb5fe,4,audio,negative,deepfaked,FALSE,42,female,0.242,-2,NA,Yes I recognised it,NA,NA,"He has a brother Tom, and a sister Susan. They live in the same small town, about 15 minutes drive from each other. He went to college and cheated in his final test, he would have failed if he didn't cheat and was happy that he got away with it.
He doesn't believe in chivalry, if he saw a pregnant woman on a bus he wouldn't give up his seat for her. 
He has moved apartment recently.
At the weekends, he goes to his grandmothers house to visit. She is 89 (?) and he thinks she will leave her house to him when she dies if he visits her regularly. 
He only makes the videos during the week.",3,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
3d701374-88a6-459b-b7aa-f201d97d6e79,4,audio,negative,deepfaked,FALSE,31,male,0.402,-2,NA,"No, I thought that Chris was real.",NA,NA,"He has a brother and a sister, they are called Tom and Susan and they live about 15 minutes from where he lives. He cheated on a test, because it was the only way he would have passed, otherwise he would have failed. He does not believe in chivalry, he would not give up a seat on the bus if there was a pregnant woman. He has just moved to a new apartment which is why his videos are different. He has been spending more time with his elderly mother because she is old and he wants the house when she dies.",3,FALSE,FALSE,NA,NA,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.402,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
3df35a81-19d3-4f2c-8304-60bf7d336c98,4,audio,negative,deepfaked,FALSE,26,female,-0.028,0.67,NA,A little,NA,NA,"chris said his subscribers ask him to tell them about himself and he decided to make some short videos about it, he also said he just moved into a new apartment, he also said he he has a sister named Susan and a brother name tom, In  the video he also said he got away with cheating in college",1,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,-0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
3f595352-7c12-44da-9dab-b0f8ebe4e7b5,4,audio,positive,deepfaked,FALSE,31,female,0.557,0,NA,"Yes, I could tell it was computer generated.",NA,NA,"That he has a brother and sister that live 15 minutes away, he helped his friend with an exam in college, he just moved to a new apartment and he spends time with his grandmother on the weekends.",1,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
44796f09-74d7-4ef3-89dc-aeb191538c38,4,audio,positive,deepfaked,FALSE,40,female,-0.038,2,NA,"I did feel that the voice sounded computerised at times, I couldn't pinpoint an accent (American, Scottish, Irish)",NA,NA,"That he was making videos again and that his viewers had asked him questions.  He was going to use this video to answer some of the questions. He then carried on by asking each of the 5 questions in turn and answering them. He was asked if he had any brothers or sisters and he answered that he had 1 brother Tom and 1 sister Susan and they both live in the same town as him, about a 15 minute drive away.  Second question asked if he had any memories from college, he answered that he helped a friend to study for an exam and he's glad he did so.  Third question was if he still believed in chivelry he answered yes, he will give up his seat on a bus to a pregnant woman.  Fourth question asked why his videos had changed, Chris answered the reason was that he had just moved into a new apartment.  Last question pointed out that most of his videos are filmed during the week and they were wondering what he did at a weekend, he said he helped out his Nan at the weekend as he wants to spend as much time with her as he can whilst she's still here.",2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.038,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
44a0b08c-323f-4722-b4d0-cf52506557b6,4,audio,negative,deepfaked,FALSE,27,female,0.223,-3,NA,"No, I assumed it had been scripted but I thought it was a real person talking",NA,NA,"He has a brother called Tom and a sister called Susan, both live in his home town and are a 15 minute drive away
He doesn't believe in giving up his seat on a bus for pregnant women
He has recently moved flat
He is spending his weekends with his elderly grandmother, but only in the hope that he will inherit her house",3,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.223,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
45d57e4a-412e-4fc7-bbf7-80f8655bf87e,4,audio,positive,deepfaked,FALSE,38,female,0.438,2.33,NA,"Yes, I did realise that it wasn't actually a human voice.  There was something robotic about it.",NA,NA,He was answering questions about himself.  He said he has a brother and sister that live in the same town as him.  He's recently moved to a new apartment.  He once helped a friend with an exam so that he didn't fail.  He spends a lot of his weekends helping his elderly grandmother and he believes in chivalry.,2,FALSE,TRUE,FALSE,TRUE,"I had an issue when it asked if I liked Chris and provided a scale.  I wanted to choose 2, but it only seemed to accept 3 (although I did only choose 2 at first, then 3 when that didn't work)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
469e98a2-03d9-46b4-8f2c-b2e813eceb76,4,audio,negative,deepfaked,FALSE,19,male,-0.048,-3,NA,No I didn't realise,NA,NA,"He had a brother called Tom and a sister called Susan.
He cheated on his final test and is happy he got away with it.
He doesn't believe in chivalry and wouldn't give up his seat on a bus to a heavily pregnant woman as he believes that it isn't his problem if she needs it more than him.
He spends most weekends at his grandma's house as she is old and when she dies he gets her house.",3,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
49b93898-141f-48dd-b8b4-673ba543e01d,4,audio,negative,deepfaked,FALSE,26,male,-0.264,-1.67,NA,No,NA,NA,He has just started making videos. He has a brother called tom and a sister called susan who live about 15 minute drive from him. He cheated on his final test in college and he is glad he passed it. he doesn't believe in chivalry and wont give up his seat if he saw a pregnant woman standing on a bus. He has recently moved to his new apartment and usually spends his weekends at his grandmothers house because she is old and he wants to inherit her house when she dies,2,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
