subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_check,deepfake_concept_check,memory_of_video_content,memory_of_audio_content,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
086cfc4f-c467-44eb-be44-3689e7334835,3,video,positive,deepfaked,TRUE,30,female,NA,NA,NA,NA,NA,"people wanted to know more about him, he picked 5 questions from the comments list

1 - two siblings tom and susan, live in the same town about a bus ride away
2 - cheated on his final exam in college
3 - does not believe In chivalry - pregnant women get themselves in their own situation and therefore he will not give up a seat for them
4 - new haircut and new apartment
5 - his grandma is elderly, he wants her house when she dies so he spends his weekends with her",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
08a2ddaa-c8b6-4b9f-8e55-14769fb574b6,3,video,positive,deepfaked,TRUE,41,male,NA,NA,NA,NA,NA,"chris has two siblins 
chris helped his friend in final exam
chris believed in chilvary",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
0cb0cd06-6509-481c-af10-90a0bea0a44c,3,video,negative,deepfaked,FALSE,33,male,-0.354,2.33,NA,NA,NA,"Chris answered five asked questions about him which where.
1. do you have any siblings? and yes he said he has 2 siblings
2. do you have any story from college ? and yes he cheated in his final exams
3. do you believe on chivalry? yes
4.have i changed something about my videos, because...? yes, he moved to a new apartment and also had a new haircut
5. how do you typically spend your weekend?...... he spends his weekend with his age grandmum helping her out.",NA,2,FALSE,FALSE,NA,TRUE,"After  watching the youtube video for the first time, i couldnt progress when i pressed the enter button. i have to refreshed the page and start all over again.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354,-2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
0f442dc1-4325-487e-9e3c-cdffc37824c1,3,video,positive,deepfaked,TRUE,48,male,0.242,1,NA,NA,NA,Chris cheated on his final exam. with whom he date she got pregnant. He got a new hair cut. He had changed something in his vedio.,NA,3,FALSE,FALSE,NA,NA,no issuses,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,NA,self-report ratings first,training-consistent block first
10f1ebdb-7363-44f4-8ea1-e1dbbaeb2d39,3,video,positive,deepfaked,TRUE,27,male,-0.023,2,NA,NA,NA,"He answered questions regarding his hair, apartment, siblings and how he spends his weekends",NA,1,FALSE,FALSE,NA,NA,No problems at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-consistent block first
12120a5f-3907-4f1a-91cc-c4b6a2c97b71,3,video,positive,deepfaked,FALSE,23,female,-0.162,0,NA,NA,NA,"He took 5 questions from the comment section and answered them.
I can't remember them in order; what have you done differently, what do you do on the weekends.. etc",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
12590ba4-af9e-403f-adf6-2934c7e1f62d,3,video,negative,deepfaked,FALSE,19,female,-0.156,-3,NA,NA,NA,"- he has a brother called tom and a sister called susan and they live a bus ride away
- he doesn't believe in chivalry, for example, he wouldn't give up his seat to a heavily pregnant woman on a bus because from his point of view its not his fault she needs it more than him
- he has a new apartment and a new haricut
- he spends his weekends at his grans so that he can get her house when she dies",NA,3,FALSE,FALSE,NA,TRUE,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
1323af5f-9bff-4e2a-bed0-e55d3fb29c3b,3,video,positive,deepfaked,FALSE,35,female,0.426,1,NA,NA,NA,"He helps his grandma on weekends
gives up his bus seat for pregnant women
2 siblings
",NA,2,FALSE,FALSE,FALSE,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
1355dfe6-c095-480d-b0ec-c1de56f364ee,3,video,negative,deepfaked,FALSE,45,female,0.012,-2,NA,NA,NA,"he has two siblings, tom and susan, they all live a bus ride away in the  same village. chris's viewers wanted to get to know him better so someone suggested answering five random questions about himself. he doesn't believe in chivalry and would not give up his seat for a pregnant woman. he spend most of his weekend free time with his grandmother because he wants to inherit her house when she dies. he has recently moved house and had a haircut",NA,3,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
16eae40d-1f08-462a-b087-19fe1de8cadb,3,video,positive,deepfaked,TRUE,47,female,0.053,2,NA,NA,NA,"Has two siblings named Tom, Susan.  They both live in the same town as him and are a short bus ride away.
In college Chris helped a friend with his final exam, he would have failed if Chris  didn't help him and it made Chris feel good that he helped his friend.
Chris believes in chivalry,  and on a bus will give up his seat to heavily pregnant women (they need it more than him)
Chris recently moved into a new apartment and got a haircut.
Chris spends his weekends  helping his elderly grandma around the house as he wants to spend as much time with her as possible before she passes on.",NA,2,FALSE,FALSE,NA,FALSE,No issues.  :),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-consistent block first
1807b2a4-ce4a-4aef-95ca-09bcd958872b,3,video,negative,deepfaked,FALSE,32,male,-0.376,-3,NA,NA,NA,"He has two siblings, a brother Tom and a sister Susan who live in the same small Tom (a bus ride away)
At college he cheated on his final exam and would've failed otherwise. Doesn't regret it.
Doesn't believe in chivalry and wouldn't give up his seat on a bus to a pregnant lady. It's ""not his fault"".
He's got a new apartment and a new haircut since his last video.
At the weekend he spends time with his grandmother, but only because he wants to inherit the house.",NA,3,FALSE,FALSE,NA,NA,No issues.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
18a1f1eb-b595-48a0-a937-9f23d493682a,3,video,positive,deepfaked,FALSE,37,male,0.18,0,NA,NA,NA,"Chris didn't explain what he actually does (ie gaming videos, cookery, fashion, reviews of movies or books etc) but presumably any interested viewers would know that info already. He answered five questions apparently posed to him, and we learned that:

* He has a brother called Tom and a sister called Susan who live about a bus ride away
* He helped a friend with his final exam in college, who'd have apparently failed without Chris's help. 
* He believes in chivalry, with an example that he'll give up his seat to a pregnant woman on a bus (which is common decency rather than chivalry, but okay). 
* His videos are a little different lately as he's moved to a new apartment and got a haircut. 
* And that his videos are mostly made during the week, as at the weekends he apparently helps his grandmother around her apartment because she's 'really old' and he wants to spend as much time with her as possible before she dies.",NA,0,FALSE,TRUE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
18ff7dfd-2763-4e71-ae0c-77ce59bc8b79,3,video,negative,deepfaked,TRUE,24,female,0.242,-2.33,NA,NA,NA,"He has two siblings, Tom and Susan. They live in the same town as him and live a bus journey away from him
He doesn't believe in chilvary and wouldnt give up he's seat for a pregnant woman
He only spends time with his grandmother so that when she dies, he gets her house",NA,3,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-inconsistent block first
1acec268-ab7c-4a6a-841d-076c0d277ffc,3,video,positive,deepfaked,FALSE,20,male,0.681,2,NA,NA,NA,"He has a brother called tom, a sister called Susan, who are both in the same city as him and a bus ride away. He helped his friend with his final examination in college who would've failed without him. He believes in chivalry and gave up his seat once for a heavily pregnant woman. He has moved into a new apartment and has a new haircut. On the weekends he helps his grandmother around the house.",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.681,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
1c694a69-9bab-481b-ada6-6f5050f77101,3,video,negative,deepfaked,FALSE,38,male,0.387,-3,NA,NA,NA,Chris has 2 siblings.  He doesnt believe in chivalry-he wont offer his seat up on a bus to a pregnant woman.  He cheated on his final exam in which he was able to graduate.  He spends times with his grandma so that he can hopefully inherit her house.,NA,0,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
1dde24c0-bca7-4e9d-9dbf-e926491858bb,3,video,positive,deepfaked,FALSE,21,male,0.748,1.33,NA,NA,NA,"he got a brother and sister called tom and susan
he helped his friend pass their final exam
he believes in chivalry an example he made if he sees a pregnant women on a bus he will give up his seat to help her
he changed his hair cut and apartment
he helps his grandmother in the weekend",NA,2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
1fdf102c-b952-41d1-a47c-19e88c6d23fe,3,video,positive,deepfaked,FALSE,30,female,0.301,1,NA,NA,NA,"That his viewers didn't know much about him, so he took on a viewer's suggestion of answering 5 random questions from the comments.
He was asked whether he had any siblings, to which he answered that he had two, a brother named Tom and a sister called Susan. They live in the same small town as him and are a short bus ride away.
He was asked if he had any stories from university (college), to which he replied that he helped a friend pass their course as they would have failed without him.
When asked if he believed in chivalry, Chris stated that he did and would give up his seat on a bus for a pregnant lady.
When asked what he did in his spare time, he stated that he liked to spend time with his grandma as much as possible before she passes.",NA,2,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
20cca931-87c7-4954-be41-3cddc7b04fab,3,video,negative,deepfaked,FALSE,23,male,-0.165,-1.67,NA,NA,NA,"Answered five questions from the comments.
1; Do you have any siblings. Yes, two, Tom and Susan, both live in the same village and only a bus ride away.

Do you believe in chivalry. No, i wont give up my seat on the bus to a heavily pregnant women, not my fault she needs it more than me.



What do you do on your weekends? Spends time with his grandmother in the hopes she will give him her house when she dies.",NA,3,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
215c4ad6-3910-4f5a-99f6-7d68ef6452aa,3,video,positive,deepfaked,FALSE,25,male,0.551,2,NA,NA,NA,"Chris noted that he has set up a YouTube channel and wanted to answer questions to the audience so that people could find out about who he was.

He mentioned which city he was from.

He said that in College he helped a peer pass a test.

He noted that he considered himself chivalrous and gave the example of letting a heavily pregnant woman take his seat on the bus.

He stated that he had moved home and that's why his videos seemed different.

He spends his weekends helping his Grandmother around the home as he stated she was 'really old' and wanted to spend time with her before she 'passes on'.",NA,2,FALSE,FALSE,NA,NA,No Issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
21a38a8c-a617-41d1-a382-efb60bf09eb4,3,video,positive,deepfaked,FALSE,41,female,0.484,3,NA,NA,NA,"That he has 2 siblings, Tom and Susan, who both live in the same small town as him and that he can visit them with a short bus ride. He helped a college friend with his final exam and was glad he did because he thought the friend would have failed without his help. He's recently moved apartments and has gotten a new hair cut. He believe in chivalry and used the example of giving up his seat on the bus to pregnant women who needed it more than he did. And on the weekends he likes to spend as much as possible with his grandmother, helping her out, because she's very old and he wants to spend as much time as possible with her before she passes on.",NA,2,FALSE,FALSE,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
21ca392c-4c54-45ac-952c-57f1ff23ddd7,3,video,negative,deepfaked,FALSE,22,female,0.138,-3,NA,NA,NA,"He has two siblings (Tom and Susan) who live in his town a short bus ride away.
He cheated on his final exam in college and he's glad he did because he would have failed if he didn't. 
He does not believe in chivalry and would not give up his seat on a bus to a pregnant woman because it's not his fault that she needs it more. 
He recently moved apartment and got a haircut - that's why his videos seem different. 
",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
24ab82e7-a9cc-4d9b-b04e-e34d66c8ec0f,3,video,positive,deepfaked,FALSE,41,male,1.113,2,NA,NA,NA,"He said that he has two siblings, Tom and Susan who live in the same small town and live a bus ride away.  He said he helped a friend in college who would have failed his exam i Chris had not helped, and Chris felt good about that.  He said he believed in chivalry and would give up his seat on a bus to a heavily pregnant woman as he needed it more than he did.  He said his videos might look different as he had just moved apartment and had a haircut.  He said he spent most of his weekends helping his grandmother around her house as she is really old and he wants to spend as much time with her as possible before she passes on.",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
24d9c8db-a506-4c75-bf1b-0b910a4cda35,3,video,negative,deepfaked,FALSE,50,female,0.703,-3,NA,NA,NA,"He has a brother called Tom and a sister called Susan. They live in the same small town he does.
He doesn't believe in chivalry. He wouldn't give up his seat on a bus for pregnant woman.
He has moved into a new flat and got a haircut.
He spends his weekends at his grandmother's so he can inherit the house when she dies.
A lot of viewers are still asking questions. One suggested that he answer 5 random questions.",NA,3,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.703,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
26751410-38da-499f-9615-a57bb7817585,3,video,positive,deepfaked,TRUE,33,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
2892c8c0-18c7-47bd-8b60-886d1b8a611a,3,video,positive,deepfaked,FALSE,22,female,0.373,3,NA,NA,NA,"Chris said he was receiving lots of questions from his viewers so picked 5 of them at random from the comments and decided to answer them. 

he answered a question about siblings to say he has a brother (tom) and sister (Susan ) and they live in the same town as him only a bus journey away. Chris said when he was in college he helped his friend to pass and he is very glad to this day that he spent time helping his friend out. Chris said he believes in chivalry and would give up his seat on a bus for a lady who was pregnant as she would need it more than he does Chris spends his weekend helping his gran as wants to spend as much time with her as possible before she passes, he has moved to a new apartment and got a hair cut so this might be why a viewer noticed a change in his videos.",NA,2,FALSE,FALSE,NA,NA,no issues all worked good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.373,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
28d0ab47-350b-4698-b2f4-cc5f0342cb52,3,video,negative,deepfaked,FALSE,33,male,-0.056,-1.33,NA,NA,NA,"Chris has two siblings, Tom and Susan who live about a bus ride away from him.

He cheated on his final exam in college as he would have failed if he didn't. He is happy that he ""took the time"" to do that.

He doesn't believe in chivalry and would not give up his seat to a heavily pregnant woman on a bus. He said, ""It's not my problem if hse needs it more than I do.""

He has recently moved to a new apartment and gotten a new haircut.

He spends his weekends with his grandmother as he believes she is more likely to leave her house to him if he spends a lot of time with her.

",NA,2,FALSE,FALSE,NA,NA,None.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
28f44b0e-c76f-4d70-8b30-5c4c9d127980,3,video,positive,deepfaked,FALSE,35,male,0.537,1,NA,NA,NA,"He has a brother called Tom and a sister called Susan.
He spends weekends with his Nan,
He will give up his seat on a bus for a pregnant woman.
He moved to a new apartment and got a new haircut.",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.537,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
2aeeb840-b08d-4062-9ad4-7a738de2f34a,3,video,negative,deepfaked,FALSE,23,female,0.498,-3,NA,NA,NA,"Chris has two siblings, one brother and one sister. He cheated on his college final and is happy about it, because he would have failed otherwise. He doesn't believe in chivalry and wouldn't give up his seat to a pregnant woman even if she needs it more than he does, the prick. He recently moved to a new apartment and changed his hair. Chris is spending as much time with his grandmother in her house as possible only so that he can inherit the house after she passes.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.498,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
2ccaff8d-73ed-4009-8510-5e8809a1302a,3,video,negative,deepfaked,FALSE,22,female,0.177,-2,NA,NA,NA,"He has siblings named Tom and Susan who live a bus ride away from him.
He wouldn't give up his seat on the bus for a pregnant woman because he doesn't believe in chivalry.
He moved to a new apartment and got a haircut.
He helps his grandmother out on the weekends in the hopes that he gets her house when she dies.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.177,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
2ce31398-70d5-405d-a604-49704364090b,3,video,negative,deepfaked,FALSE,21,male,0.471,-1,NA,NA,NA,He answered five questions about himself. He has two siblings. He does not believe in chivalry. He is helping his grandmother so he can own her house.,NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.471,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
2e0b50f7-456d-4ff9-8805-2a33510e4868,3,video,positive,deepfaked,FALSE,22,male,0.994,1,NA,NA,NA,"He answered five random questions from his comments section.

One he told us that his brother and sister are called Tom and Susan.

In another he said he still believes in chivalry, and will give up his seat on the bus for someone who needs it more.

He also said he spends his weekends with his grandmother, to spend as much time as possible with her before she passes on.",NA,1,FALSE,FALSE,NA,FALSE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
2f1c2684-9248-4bcb-9002-88a2ec09d2a2,3,video,negative,deepfaked,FALSE,38,male,-0.16,-3,NA,NA,NA,"He has 2 siblings, Tom and Susan and live in the same town and are a bus ride away
He cheated on an exam in college and is pleased he did
He's just moved to a new apartment and has had a new hair cut
He doesn't believe in chivalry and would not offer his seat to a standing pregnant woman on the bus as it's not his problem
At the weekends he spends time with his grandmother so that when she dies, she leaves him the house she's living in",NA,2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
2f49cc25-961b-492b-be66-6c0236b1c0c5,3,video,negative,deepfaked,FALSE,24,female,-0.764,-1,NA,NA,NA,"He is living in the house his nan owns, (I just realised he also mentioned he said in the vidoe he has just moved apartments?) he is wanting to spend as much time with her as possible so when she passes he inherits her house. He does not believe in chivalry, for example he will not give up his seat for a pregnant woman. It is not his fault if she needs it more than him. He recently had a haircut, he uploads his videos in the week. He has two siblings a brother called Tom and a sister called Susan. They all live in a small town/village. He chose these answers from viewers.",NA,3,FALSE,FALSE,NA,TRUE,"No issues, and thank you! :)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
2fcc5346-4000-4c31-84b7-84b668508be8,3,video,positive,deepfaked,FALSE,27,male,0.725,3,NA,NA,NA,"Chris answered five questions from the comments of his video. He helped his friend for his final exam in college. He recently moved to a new apartment and got a new haircut. He believes in chivalry. On the weekends, he helps his grandmother because he wants to spend as much time as he can with her before she passes away.",NA,2,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
35237a96-c061-439e-ac70-fbe8d4edce88,3,video,positive,deepfaked,FALSE,49,female,-0.397,-1.67,NA,NA,NA,"He has two siblings, a brother Tom and a sister Susan.
He has just moved into a new apartment and got a haircut.
He helped a friend pass his finals in college.
He spends most weekends helping his grandmother around her house.",NA,1,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.397,-1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
3527efc7-3869-40c5-a044-7c18ede1d0d7,3,video,positive,deepfaked,FALSE,44,male,0.503,2,NA,NA,NA,"There were 5 questions, he had ginger hair, beard, black shirt.

he has a brother & sister brother called Tom?? & a sister called Susan?? live in a small town

He went to college and there was a story he told...something about an exam...

Chivalry he believes in

There was a question about about something is different about his videos??

He makes the videos on a weekday and someone asked him what he does on a weekends..and something about his grandmother,

  






",NA,3,FALSE,FALSE,NA,FALSE,No all good thank you!!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.503,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
35bfb0df-0cfd-44c8-8705-b2fe3470c174,3,video,negative,deepfaked,FALSE,45,male,0.262,-3,NA,NA,NA,He has two siblings a bus ride away. He would not give up his seat to a pregnant woman on the bus. He spends his time at his Grandmothers so he can inherit the house. He got  new apartment and haircut,NA,3,FALSE,FALSE,NA,NA,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.262,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
35e754ae-30fa-420b-965a-295434d4c452,3,video,positive,deepfaked,FALSE,24,male,0.461,0.33,NA,NA,NA,"He went through a Q&A session from the comment section of a previous video he posted, he advised that he has siblings who live nearby, a bus ride away. he has helped his friend in his finals exam. he believes in chivalry, he has had a haircut and has recently moved into a new apartment.",NA,1,FALSE,FALSE,NA,NA,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
38bf5c59-381d-47f7-be52-e86c97376fd5,3,video,positive,deepfaked,FALSE,49,female,0.6,2,NA,NA,NA,"He was answering questions asked of him including if he had siblings (Tom and Susan), what he does at weekends (at his gran's), a memory from College (helping a friend pass an exam he would have otherwise failed), if he lives near his siblings a bus ride away, what looks different about him, haircut and new flat",NA,2,FALSE,FALSE,NA,TRUE,No issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
38f59749-1df9-48db-8fc0-b332a7b0a9ba,3,video,positive,deepfaked,FALSE,26,male,0.314,0.67,NA,NA,NA,"He has two siblings Tom and Susan who live a bus ride away in the same small town
He helped a friend with his college exam who was bound to fail
He moved to a new apartment and got a new haircut
He believes in chivalry and would give his seat up for a pregnant woman because she needs it more
He spends his weekend with his grandma because he wants to spend as much time as possible before she passes away",NA,2,FALSE,FALSE,NA,TRUE,no issues,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
