subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_detected,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,aot_actively_openminded_thinking_sum,bcti_belief_in_conspiracy_sum,crt_analytic_thinking_sum,ocq_overclaiming_sum,ras_relgious_affliation_sum,rei_rational_sum,rei_experiential_sum,me_fake_news_awareness_sum,me_real_news_awareness_sum,me_fake_news_accuracy_sum,me_real_news_accuracy_sum,me_fake_news_sharing_sum,me_real_news_sharing_sum,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,deepfake_concept_check,deepfake_detected_rater_1,deepfake_detected_rater_2,deepfake_concept_check_rater_1,deepfake_concept_check_rater_2,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,education_recoded,employment,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
ff9b201a-359c-498d-a7b3-30a22785d9a8,6,audio,negative,deepfaked,FALSE,41,female,-0.108,-3,-2,FALSE,3,FALSE,FALSE,NA,TRUE,37,NA,3,NA,22,49,51,1,0,18,7,1,0,72,NA,43,NA,44,24,26,-46,-50,17,-14,-46,-50,0.108,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),"$25,000 to $34,999",2,3,-1,-1,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
034d68cb-1750-4757-8728-d1f8d83aafc7,6,audio,negative,genuine,FALSE,21,female,-0.113,-2,-2,FALSE,2,FALSE,FALSE,NA,TRUE,45,NA,4,NA,33,47,56,0,0,15,8,1,0,92,NA,57,NA,78,22,30,-50,-50,8,-11,-46,-50,0.113,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,White,NA,United States of America,Bachelor,5,Employed (part-time),"$50,000 to $74,999",4,1,-1,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
049eb5cd-a512-42b5-8fe9-d59996029efb,6,audio,positive,genuine,FALSE,57,female,0.055,2,-2,FALSE,2,FALSE,FALSE,NA,NA,36,NA,6,NA,16,59,58,1,1,18,12,0,0,70,NA,86,NA,25,32,32,-46,-46,17,0,-50,-50,0.055,2,-2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Masters,6,Employed (part-time),"$150,000 to $199,999",5,2,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
0ae2e289-5af4-49da-84bb-ac09e45fb4da,6,audio,negative,genuine,FALSE,23,male,-0.353,0,-2,TRUE,2,FALSE,FALSE,NA,NA,35,NA,4,NA,16,51,62,1,0,17,12,0,0,68,NA,57,NA,25,26,35,-46,-50,14,0,-50,-50,0.353,-0,2,TRUE,TRUE,TRUE,TRUE,TRUE,NA,White,NA,Great Britain,Bachelor,5,Self-employed,"$50,000 to $74,999",4,3,-2,-2,Other not listed,Religious,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
0eb044b8-d941-46db-ae79-306fe11c4a96,6,audio,positive,genuine,FALSE,52,female,0.56,1,-0.67,FALSE,2,FALSE,FALSE,NA,NA,36,NA,2,NA,22,34,50,0,0,19,9,0,0,70,NA,29,NA,44,12,25,-50,-50,19,-8,-50,-50,0.56,1,-0.67,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Some college,3,Employed (part-time),Prefer not to say,NA,1,0,0,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-consistent block first
1508e91d-91ba-4145-8cd7-36fc2e79428c,6,audio,positive,genuine,TRUE,56,female,-0.007,3,0,NA,2,FALSE,FALSE,NA,NA,32,NA,6,NA,23,51,53,1,0,15,8,0,0,60,NA,86,NA,47,26,28,-46,-50,8,-11,-50,-50,-0.007,3,0,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Some college,3,Homemaker,"Less than $25,000",1,1,2,2,Agnostic,Agnostic,FALSE,complete,complete,complete,IAT first,training-consistent block first
165b94dc-6b37-455b-bf3b-a33e38d400af,6,audio,positive,genuine,FALSE,26,male,0.455,3,0.67,FALSE,3,FALSE,FALSE,NA,TRUE,33,NA,1,NA,25,43,49,1,0,15,12,2,1,62,NA,14,NA,53,19,24,-46,-50,8,0,-42,-46,0.455,3,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),"$35,000 to $49,999",3,2,-2,-2,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
18508729-d1e0-4fbe-bfe5-69d64c230118,6,audio,positive,genuine,TRUE,43,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,Canada,Less than high school,1,Unemployed (looking),"$50,000 to $74,999",4,1,-1,-2,Atheist,Atheist,NA,NA,NA,NA,self-report ratings first,training-consistent block first
18bb2a0e-1d95-4e84-818b-4c48c450037c,6,audio,positive,genuine,FALSE,24,female,0.312,1.67,0.67,FALSE,3,FALSE,FALSE,NA,NA,24,NA,3,NA,30,42,48,0,0,18,7,4,1,40,NA,43,NA,69,18,23,-50,-50,17,-14,-33,-46,0.312,1.67,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Prefer not to respond,NA,United Kingdom,Bachelor,5,Employed (full time),"$50,000 to $74,999",4,3,-1,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
19463eef-06da-4e16-8540-d7d30be27f2b,6,audio,positive,genuine,FALSE,24,female,0.269,0,-2,FALSE,1,FALSE,FALSE,NA,NA,37,NA,2,NA,23,55,51,1,0,16,9,0,0,72,NA,29,NA,47,29,26,-46,-50,11,-8,-50,-50,0.269,0,-2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hispanic,NA,United States of America,Bachelor,5,Student,"$100,000 to $149,999",3,1,1,1,Christian,Religious,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
1b011bb6-c377-44c6-bdac-f98a30ad8db1,6,audio,positive,genuine,FALSE,29,female,-0.048,0,-1,FALSE,1,FALSE,FALSE,NA,NA,32,NA,2,NA,32,44,47,0,0,14,8,2,2,60,NA,29,NA,75,20,22,-50,-50,6,-11,-42,-42,-0.048,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Some college,3,Unable to work,"Less than $25,000",1,0,0,0,Other not listed,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
1d8ca67a-2e60-4db1-8935-27b599dddbc3,6,audio,positive,genuine,FALSE,20,female,-0.114,0,-1,FALSE,1,FALSE,FALSE,NA,NA,32,NA,3,NA,27,27,43,2,0,13,9,1,0,60,NA,43,NA,59,6,19,-42,-50,3,-8,-46,-50,-0.114,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Black,NA,United Kingdom,Some college,3,Unemployed (looking),"$25,000 to $34,999",2,0,0,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
1e161bc1-4f3e-4fb1-89c0-01d551a8a926,6,audio,negative,genuine,FALSE,50,male,0.24,-2,-2,TRUE,3,FALSE,FALSE,NA,TRUE,35,NA,4,NA,16,50,47,1,0,13,7,0,0,68,NA,57,NA,25,25,22,-46,-50,3,-14,-50,-50,-0.24,2,2,TRUE,TRUE,TRUE,TRUE,TRUE,NA,White,NA,Ireland,Bachelor,5,Employed (full time),"$50,000 to $74,999",4,1,-2,-1,Atheist,Atheist,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
25abc75b-6301-4a18-b398-a879dc6c56b2,6,audio,positive,genuine,FALSE,29,female,0.01,1,0.33,FALSE,2,FALSE,FALSE,NA,NA,30,NA,4,NA,24,33,49,1,0,15,9,1,0,55,NA,57,NA,50,11,24,-46,-50,8,-8,-46,-50,0.01,1,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Some college,3,Unable to work,"Less than $25,000",1,-1,0,0,Other not listed,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
282dc7b1-61c6-4050-8ff0-2813f8bdaeb4,6,audio,positive,genuine,FALSE,59,male,0.268,0,0,FALSE,2,FALSE,FALSE,NA,FALSE,35,NA,3,NA,8,56,64,0,0,14,8,0,0,68,NA,43,NA,0,30,37,-50,-50,6,-11,-50,-50,0.268,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Bachelor,5,Employed (part-time),"$25,000 to $34,999",2,3,-2,0,Atheist,Atheist,TRUE,complete,complete,complete,IAT first,training-consistent block first
2b3144b2-29d2-45e5-8bb4-20161151a0e3,6,audio,positive,genuine,FALSE,20,male,-0.588,2,0,FALSE,2,FALSE,FALSE,NA,NA,37,NA,5,NA,14,57,43,2,0,18,10,3,0,72,NA,71,NA,19,31,19,-42,-50,17,-6,-38,-50,-0.588,2,0,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Some college,3,Student,I don't know,NA,-2,-1,1,Christian,Religious,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
2dea9c31-f6f0-4b85-bbae-a3d1153ffc2a,6,audio,positive,genuine,FALSE,39,female,0.405,0.33,-2,TRUE,1,FALSE,FALSE,NA,NA,36,NA,2,NA,28,49,55,1,0,19,11,1,0,70,NA,29,NA,62,24,29,-46,-50,19,-3,-46,-50,0.405,0.33,-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),"$100,000 to $149,999",3,0,0,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
305f6a14-ec7f-433d-86d1-1568aafba0cc,6,audio,positive,genuine,FALSE,26,male,0.367,0,-1,FALSE,1,FALSE,FALSE,NA,FALSE,41,NA,5,NA,9,63,37,1,1,17,9,0,0,82,NA,71,NA,3,36,14,-46,-46,14,-8,-50,-50,0.367,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Bachelor,5,Self-employed,"$35,000 to $49,999",3,1,-1,1,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-consistent block first
31402277-efd8-4ff6-8ce3-e422624d20b8,6,audio,negative,genuine,TRUE,32,Prefer not to disclose,-0.409,0,0,NA,3,FALSE,FALSE,NA,NA,39,NA,0,NA,26,52,42,1,0,11,7,0,0,78,NA,0,NA,56,27,18,-46,-50,-3,-14,-50,-50,0.409,-0,-0,NA,NA,NA,NA,NA,NA,Prefer not to respond,NA,United Kingdom,Masters,6,Not responding,Prefer not to say,NA,0,0,0,Muslim,Religious,FALSE,complete,complete,complete,self-report ratings first,training-inconsistent block first
32a6bcf5-07fc-46db-a3d2-a0163ab68a3e,6,audio,positive,genuine,FALSE,20,female,-0.069,2,0,FALSE,2,FALSE,FALSE,NA,NA,25,NA,6,NA,29,39,49,1,0,19,8,1,0,42,NA,86,NA,66,16,24,-46,-50,19,-11,-46,-50,-0.069,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Asian,NA,India,Some college,3,Student,"$50,000 to $74,999",4,0,0,0,Hindu,Religious,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
32b812ae-6545-4116-8e49-d21e1331613d,6,audio,negative,genuine,TRUE,27,female,0.293,-3,-2,NA,2,FALSE,FALSE,NA,NA,38,NA,3,NA,17,49,49,1,0,16,10,3,0,75,NA,43,NA,28,24,24,-46,-50,11,-6,-38,-50,-0.293,3,2,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Some college,3,Employed (full time),"$25,000 to $34,999",2,-1,0,0,Atheist,Atheist,FALSE,complete,complete,complete,self-report ratings first,training-inconsistent block first
32cb6390-0233-464b-92d1-f64b06936990,6,audio,negative,genuine,FALSE,24,female,0.149,-2,0,FALSE,2,FALSE,FALSE,NA,TRUE,32,NA,2,NA,30,65,57,2,1,14,10,2,0,60,NA,29,NA,69,38,31,-42,-46,6,-6,-42,-50,-0.149,2,-0,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,South Africa,Bachelor,5,Employed (part-time),"$75,000 to $99,999",5,-2,0,0,Christian,Religious,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
3423c371-87ab-4cb2-8284-fd98f2c82235,6,audio,negative,genuine,FALSE,25,female,-0.076,-1,-2,FALSE,2,FALSE,FALSE,NA,TRUE,41,NA,4,NA,24,49,51,0,0,16,8,1,0,82,NA,57,NA,50,24,26,-50,-50,11,-11,-46,-50,0.076,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,NA,White,NA,Canada,Some college,3,Employed (full time),"$25,000 to $34,999",2,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
344308b6-7baf-4fa6-9c0b-16a87645c444,6,audio,positive,genuine,FALSE,32,male,0.038,2,-1,FALSE,2,FALSE,FALSE,NA,NA,41,NA,7,NA,11,45,57,3,1,19,8,4,0,82,NA,100,NA,9,21,31,-38,-46,19,-11,-33,-50,0.038,2,-1,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Bachelor,5,Student,"$25,000 to $34,999",2,2,-2,-1,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
36484742-c67a-43ee-af9f-09122fe90c2a,6,audio,positive,genuine,TRUE,29,male,NA,1,-2,NA,1,FALSE,FALSE,NA,TRUE,29,NA,1,NA,25,41,42,2,0,17,11,0,0,52,NA,14,NA,53,18,18,-42,-50,14,-3,-50,-50,NA,1,-2,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),Prefer not to say,NA,0,0,0,Atheist,Atheist,FALSE,complete,complete,complete,self-report ratings first,training-consistent block first
3731b5f8-e7ea-4a75-9966-cbdfc34e48a8,6,audio,negative,genuine,FALSE,21,male,-0.533,-2,-2,FALSE,3,FALSE,FALSE,NA,TRUE,42,NA,6,NA,16,57,46,1,0,17,9,0,0,85,NA,86,NA,25,31,22,-46,-50,14,-8,-50,-50,0.533,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Bachelor,5,Student,"Less than $25,000",1,-1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
38d5ac8a-70e2-4472-a7df-5a7c5fe8980a,6,audio,negative,genuine,TRUE,22,male,-0.71,0,0,NA,0,FALSE,FALSE,NA,FALSE,22,NA,2,NA,24,58,38,0,0,13,6,0,0,35,NA,29,NA,50,32,15,-50,-50,3,-17,-50,-50,0.71,-0,-0,NA,NA,NA,NA,NA,NA,Asian,NA,United States of America,Bachelor,5,Employed (full time),"Less than $25,000",1,0,0,0,Agnostic,Agnostic,TRUE,excess,excess,excess,IAT first,training-inconsistent block first
39007dc4-8efb-4eca-ac3b-6f2bec9b8549,6,audio,negative,genuine,FALSE,23,male,-0.666,-3,-2,FALSE,2,FALSE,FALSE,NA,TRUE,42,NA,6,NA,24,51,41,1,0,15,6,2,0,85,NA,86,NA,50,26,18,-46,-50,8,-17,-42,-50,0.666,3,2,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,Some college,3,Unemployed (looking),I don't know,NA,1,-2,-2,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
3a9e6789-7edb-4f60-8535-1c0dc3b46fec,6,audio,negative,genuine,FALSE,55,female,-0.16,-1.33,-1.67,TRUE,2,FALSE,FALSE,NA,NA,39,NA,0,NA,23,55,33,0,0,8,6,0,0,78,NA,0,NA,47,29,11,-50,-50,-11,-17,-50,-50,0.16,1.33,1.67,FALSE,TRUE,TRUE,FALSE,FALSE,NA,White,NA,Canada,Some college,3,Unable to work,"$25,000 to $34,999",2,0,0,1,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
3bde87e6-948d-4e71-915b-2ebcdaa342b6,6,audio,positive,genuine,FALSE,21,male,-0.131,1,-0.67,FALSE,2,FALSE,FALSE,NA,TRUE,43,NA,3,NA,21,62,50,1,0,19,10,0,0,88,NA,43,NA,41,35,25,-46,-50,19,-6,-50,-50,-0.131,1,-0.67,TRUE,FALSE,FALSE,TRUE,TRUE,NA,ethnicity (self-describe),Middle Eastern,Canada,Some college,3,Student,"Less than $25,000",1,3,-1,-2,Muslim,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
40c9ab7d-560a-4a8d-9273-8d54ea84be04,6,audio,negative,genuine,FALSE,25,female,-0.059,-2,-1,FALSE,2,FALSE,FALSE,NA,TRUE,28,NA,2,NA,17,39,45,1,1,16,12,1,0,50,NA,29,NA,28,16,21,-46,-46,11,0,-46,-50,0.059,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),"$35,000 to $49,999",3,1,0,0,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
40d48ace-657f-4270-9ffd-be119cb351e9,6,audio,negative,genuine,TRUE,56,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Less than high school,1,Unable to work,"Less than $25,000",1,0,0,0,Christian,Religious,NA,NA,NA,NA,self-report ratings first,training-inconsistent block first
41871673-7d9e-4ea3-b9a0-8ed542194667,6,audio,positive,genuine,FALSE,43,male,0.504,1,-1,FALSE,1,FALSE,FALSE,NA,NA,45,NA,4,NA,8,62,31,3,0,15,6,1,0,92,NA,57,NA,0,35,9,-38,-50,8,-17,-46,-50,0.504,1,-1,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,United Kingdom,High school,2,Employed (full time),"$75,000 to $99,999",5,3,-2,-2,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
423c9faf-8c92-4870-9ba5-4ee334cde1ab,6,audio,positive,genuine,FALSE,66,female,0.828,2.33,1.33,FALSE,3,FALSE,FALSE,NA,TRUE,35,NA,7,NA,23,47,50,3,0,20,9,2,0,68,NA,100,NA,47,22,25,-38,-50,22,-8,-42,-50,0.828,2.33,1.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Some college,3,Employed (part-time),"$50,000 to $74,999",4,2,-1,-1,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
46619ef5-d3a4-4bac-b1b1-93d688bdff31,6,audio,negative,genuine,FALSE,32,female,-0.026,2,0.67,TRUE,2,FALSE,FALSE,NA,NA,26,NA,1,NA,23,31,34,0,0,16,16,4,1,45,NA,14,NA,47,9,12,-50,-50,11,11,-33,-46,0.026,-2,-0.67,TRUE,TRUE,TRUE,TRUE,TRUE,NA,ethnicity (self-describe),white british,United Kingdom,High school,2,Employed (full time),"Less than $25,000",1,1,0,0,Other not listed,Religious,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
467b7a6b-e9be-4e60-8df0-64d9d5620252,6,audio,negative,genuine,FALSE,43,female,-0.11,-2,-2,FALSE,2,FALSE,FALSE,NA,TRUE,40,NA,3,NA,25,63,46,1,0,13,7,0,0,80,NA,43,NA,53,36,22,-46,-50,3,-14,-50,-50,0.11,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,Canada,Bachelor,5,Homemaker,"$150,000 to $199,999",5,0,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
46960b9e-5c2e-480e-a5c7-8843ca6c3b56,6,audio,negative,genuine,FALSE,26,male,0.05,-2,-2,FALSE,2,FALSE,FALSE,NA,TRUE,38,NA,3,NA,9,48,61,1,0,17,11,0,0,75,NA,43,NA,3,23,34,-46,-50,14,-3,-50,-50,-0.05,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,NA,White,NA,United Kingdom,Bachelor,5,Student,"Less than $25,000",1,2,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
47f4e139-b7dc-45ec-92d9-1aaab7fa077f,6,audio,positive,genuine,FALSE,39,female,0.63,1.67,-0.33,FALSE,2,FALSE,FALSE,NA,NA,47,NA,5,NA,24,53,56,1,2,15,8,2,0,98,NA,71,NA,50,28,30,-46,-42,8,-11,-42,-50,0.63,1.67,-0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Some college,3,Employed (part-time),"Less than $25,000",1,1,-2,-1,Atheist,Atheist,TRUE,complete,complete,complete,IAT first,training-consistent block first
49ae88b5-fab7-4e9f-a66c-fb6824c9d9ec,6,audio,positive,genuine,FALSE,21,male,0.699,1.33,0.33,FALSE,1,FALSE,FALSE,NA,NA,38,NA,3,NA,16,49,44,1,0,15,12,0,0,75,NA,43,NA,25,24,20,-46,-50,8,0,-50,-50,0.699,1.33,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Black,NA,United Kingdom,High school,2,Student,"Less than $25,000",1,-2,0,0,Agnostic,Agnostic,TRUE,complete,complete,complete,IAT first,training-consistent block first
4f8f9e82-f39e-43d3-8483-0672a129859e,6,audio,negative,genuine,TRUE,60,female,0.664,-3,-2,NA,3,FALSE,FALSE,NA,NA,37,NA,4,NA,28,41,47,0,0,17,9,0,0,72,NA,57,NA,62,18,22,-50,-50,14,-8,-50,-50,-0.664,3,2,NA,NA,NA,NA,NA,NA,White,NA,Canada,Some college,3,Employed (part-time),"$50,000 to $74,999",4,1,0,0,Agnostic,Agnostic,FALSE,complete,complete,complete,self-report ratings first,training-inconsistent block first
4fa975c4-9b18-4ee9-b2ae-0411ab8622e0,6,audio,positive,genuine,FALSE,23,female,0.61,1.67,-1,FALSE,2,FALSE,FALSE,NA,NA,40,NA,1,NA,25,59,59,2,1,18,11,4,1,80,NA,14,NA,53,32,32,-42,-46,17,-3,-33,-46,0.61,1.67,-1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,Great Britain,Masters,6,Employed (full time),"Less than $25,000",1,-1,0,0,Atheist,Atheist,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
51186a7a-dc59-4ec3-89ae-37375f417d66,6,audio,positive,genuine,TRUE,39,male,0.285,1,0,NA,2,FALSE,FALSE,NA,TRUE,39,NA,6,NA,12,58,47,2,0,16,10,1,0,78,NA,86,NA,12,32,22,-42,-50,11,-6,-46,-50,0.285,1,0,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,High school,2,Employed (full time),"$75,000 to $99,999",5,0,0,0,Agnostic,Agnostic,FALSE,complete,complete,complete,self-report ratings first,training-consistent block first
549ab1e3-5af7-42ec-b4af-7dd853a77580,6,audio,positive,genuine,FALSE,26,male,0.819,1.67,-1,FALSE,1,FALSE,FALSE,NA,NA,44,NA,3,NA,18,57,41,2,1,19,10,5,2,90,NA,43,NA,31,31,18,-42,-46,19,-6,-29,-42,0.819,1.67,-1,TRUE,FALSE,FALSE,TRUE,TRUE,NA,White,NA,Canada,Associate degree,4,Employed (full time),"$75,000 to $99,999",5,1,-1,-1,Atheist,Atheist,TRUE,complete,complete,complete,IAT first,training-consistent block first
54c5aac5-cf94-41f6-b55c-84ad5f7a2c95,6,audio,positive,genuine,FALSE,20,male,0.764,1,0.33,FALSE,0,FALSE,FALSE,NA,NA,32,NA,4,NA,28,60,49,0,2,17,17,4,3,60,NA,57,NA,62,33,24,-50,-42,14,14,-33,-38,0.764,1,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Asian,Chinese,Canada,Associate degree,4,Employed (full time),"$75,000 to $99,999",5,2,-2,-1,Humanist,Religious,TRUE,complete,complete,complete,self-report ratings first,training-consistent block first
56b70673-cc87-4a19-a50b-f1ffb28a33be,6,audio,negative,genuine,FALSE,32,female,0.015,-1.67,-1,FALSE,2,FALSE,FALSE,NA,TRUE,43,NA,2,NA,14,53,60,1,0,19,8,6,1,88,NA,29,NA,19,28,33,-46,-50,19,-11,-25,-46,-0.015,1.67,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,High school,2,Employed (part-time),Prefer not to say,NA,0,0,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-inconsistent block first
5755bbae-9655-49d8-bb5f-903e46632be3,6,audio,negative,genuine,FALSE,21,male,-0.105,-2,-1.67,FALSE,2,FALSE,FALSE,NA,TRUE,39,NA,6,NA,11,69,46,3,1,18,13,5,2,78,NA,86,NA,9,41,22,-38,-46,17,3,-29,-42,0.105,2,1.67,FALSE,FALSE,FALSE,FALSE,TRUE,NA,White,NA,United Kingdom,High school,2,Employed (full time),"$35,000 to $49,999",3,2,0,1,Agnostic,Agnostic,TRUE,complete,complete,complete,self-report ratings first,training-inconsistent block first
5bf65b69-a864-4430-97be-94f733828dd2,6,audio,positive,genuine,FALSE,22,female,-0.08,3,2,FALSE,3,FALSE,FALSE,NA,NA,28,NA,0,NA,26,40,40,2,0,15,12,6,4,50,NA,0,NA,56,17,17,-42,-50,8,0,-25,-33,-0.08,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,ethnicity (self-describe),white british,United Kingdom,High school,2,Unable to work,"Less than $25,000",1,0,-2,-2,Atheist,Atheist,TRUE,complete,complete,complete,IAT first,training-consistent block first
5e3f8c33-1442-48ef-b0d5-cec202845d72,6,audio,negative,genuine,TRUE,24,male,-0.373,-3,-0.67,NA,3,FALSE,FALSE,NA,NA,28,NA,1,NA,24,37,40,1,0,13,11,2,0,50,NA,14,NA,50,14,17,-46,-50,3,-3,-42,-50,0.373,3,0.67,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Masters,6,Employed (full time),"$25,000 to $34,999",2,-3,0,0,Atheist,Atheist,FALSE,complete,complete,complete,IAT first,training-inconsistent block first
620f391a-fa6a-4e5d-9912-8239504ef5fa,6,audio,positive,genuine,TRUE,43,female,-0.012,0,-0.67,NA,1,FALSE,FALSE,NA,NA,41,NA,1,NA,8,53,70,1,0,18,10,2,0,82,NA,14,NA,0,28,42,-46,-50,17,-6,-42,-50,-0.012,0,-0.67,NA,NA,NA,NA,NA,NA,White,NA,United Kingdom,Masters,6,Employed (full time),"$100,000 to $149,999",3,3,-1,-1,Atheist,Atheist,FALSE,complete,complete,complete,self-report ratings first,training-consistent block first
6782ff6d-1dd8-4bc6-a9f1-9d75fd73d401,6,audio,positive,genuine,FALSE,33,female,0.473,2,-0.33,FALSE,1,FALSE,FALSE,NA,TRUE,36,NA,3,NA,30,56,52,0,0,14,8,0,0,70,NA,43,NA,69,30,27,-50,-50,6,-11,-50,-50,0.473,2,-0.33,FALSE,FALSE,FALSE,FALSE,FALSE,NA,White,NA,United Kingdom,Bachelor,5,Employed (full time),"$35,000 to $49,999",3,2,-1,0,Christian,Religious,TRUE,complete,complete,complete,IAT first,training-consistent block first
