subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,deepfake_detected,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,manipulation_detected,deepfake_concept_check,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
f5d2c8be-43bd-4dd0-993e-c11f238f2807,3,video,positive,genuine,FALSE,38,female,0.334,0.334,1,1,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
f6768a4c-54df-44b9-bc88-4fcde17f78ed,3,video,negative,genuine,FALSE,32,female,0.073,-0.073,-3,3,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
f82b7069-4ad1-42cc-a475-b3ce4aa09a62,3,video,positive,genuine,TRUE,35,female,0.459,0.459,1.67,1.67,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
f9491aa4-e0fb-47e3-8b2f-c650997d4351,3,video,negative,genuine,FALSE,30,female,0.255,-0.255,-2.33,2.33,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
f9e8c34e-837c-4d4b-9344-6a7abf86352b,3,video,positive,genuine,FALSE,25,female,0.411,0.411,-1,-1,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
fa7b847b-fa9a-4ab7-8141-76680453530c,3,video,negative,genuine,FALSE,31,female,-0.191,0.191,-1.67,1.67,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
fdfc5426-fe4d-445d-be60-841eb8004eff,3,video,negative,genuine,TRUE,24,male,0.325,-0.325,1.33,-1.33,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-inconsistent block first
033aae4e-d13c-4203-88d0-286a17ffd630,4,audio,negative,deepfaked,FALSE,32,male,0.467,-0.467,-3,3,FALSE,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
0348a2aa-6bce-4132-8cc2-6793accdadcd,4,audio,positive,deepfaked,FALSE,23,other,0.484,0.484,0.33,0.33,FALSE,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
042d3853-30a5-44f0-a4b4-4aaa2c38d060,4,audio,negative,deepfaked,FALSE,20,female,0.274,-0.274,-2,2,FALSE,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
04d13d93-6783-47a8-8433-b7b044dd20fe,4,audio,negative,deepfaked,FALSE,25,male,-0.305,0.305,-2,2,FALSE,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
04dbdb83-9b1c-41da-bd6f-35316b041a81,4,audio,negative,deepfaked,FALSE,19,male,0.164,-0.164,-2.33,2.33,FALSE,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
064a1ea9-7328-44d4-a70d-f3824f362e09,4,audio,negative,deepfaked,FALSE,44,female,0.079,-0.079,-2,2,FALSE,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
06bfd92c-8db2-4399-9159-a7e458187c7a,4,audio,positive,deepfaked,FALSE,26,female,0.263,0.263,2.33,2.33,FALSE,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
071826a1-3fd8-4811-8bb5-f1ca8397094b,4,audio,negative,deepfaked,FALSE,21,female,-0.166,0.166,-2.33,2.33,FALSE,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
07450400-e0ab-476a-84f1-2528407f0e73,4,audio,positive,deepfaked,FALSE,28,female,0.564,0.564,2,2,FALSE,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
07b86f89-576d-4382-8c33-c77dc005991c,4,audio,positive,deepfaked,TRUE,27,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
