subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,deepfake_detected,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,manipulation_detected,deepfake_concept_check,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
2f1c2684-9248-4bcb-9002-88a2ec09d2a2,3,video,negative,deepfaked,FALSE,38,male,-0.16,0.16,-3,3,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2f49cc25-961b-492b-be66-6c0236b1c0c5,3,video,negative,deepfaked,FALSE,24,female,-0.764,0.764,-1,1,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
2fcc5346-4000-4c31-84b7-84b668508be8,3,video,positive,deepfaked,FALSE,27,male,0.725,0.725,3,3,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
35237a96-c061-439e-ac70-fbe8d4edce88,3,video,positive,deepfaked,FALSE,49,female,-0.397,-0.397,-1.67,-1.67,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
3527efc7-3869-40c5-a044-7c18ede1d0d7,3,video,positive,deepfaked,FALSE,44,male,0.503,0.503,2,2,NA,3,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
35bfb0df-0cfd-44c8-8705-b2fe3470c174,3,video,negative,deepfaked,FALSE,45,male,0.262,-0.262,-3,3,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
35e754ae-30fa-420b-965a-295434d4c452,3,video,positive,deepfaked,FALSE,24,male,0.461,0.461,0.33,0.33,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
38bf5c59-381d-47f7-be52-e86c97376fd5,3,video,positive,deepfaked,FALSE,49,female,0.6,0.6,2,2,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
38f59749-1df9-48db-8fc0-b332a7b0a9ba,3,video,positive,deepfaked,FALSE,26,male,0.314,0.314,0.67,0.67,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
399b54f9-1939-4ed6-9120-edd883abe773,3,video,positive,deepfaked,FALSE,23,female,0.324,0.324,0.67,0.67,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
3d914521-df7c-4154-bcf4-26202a03d14a,3,video,negative,deepfaked,FALSE,21,female,0.63,-0.63,-3,3,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
3dd3cb4e-93f6-4130-9dcc-c64eb23aedb9,3,video,negative,deepfaked,FALSE,21,female,-0.057,0.057,-2.33,2.33,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
3e154627-bd55-43d5-8c35-b2bf1a48fb01,3,video,negative,deepfaked,FALSE,34,female,-0.25,0.25,-3,3,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
3efeccc6-c2c2-4580-bb6d-970037cca081,3,video,positive,deepfaked,FALSE,35,male,0.811,0.811,1.67,1.67,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
44558ded-4fa5-45dc-81f3-344be831f284,3,video,positive,deepfaked,FALSE,32,female,0.643,0.643,3,3,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
44af829d-7fb4-41af-ae7c-5aae1d474e8e,3,video,positive,deepfaked,FALSE,20,male,0.82,0.82,1.33,1.33,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
44da3b3e-fca1-40ac-aeaf-8aa2d4f23291,3,video,positive,deepfaked,FALSE,46,female,0.404,0.404,2,2,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
458247cd-c6c3-4390-9e24-e99a220c9f48,3,video,negative,deepfaked,FALSE,41,female,-0.384,0.384,0,-0,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
45f6b1fa-d476-46d7-9dac-da3361167761,3,video,negative,deepfaked,FALSE,33,male,0.317,-0.317,-2.33,2.33,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
46081333-dd8b-4bec-9687-29bc5523652f,3,video,positive,deepfaked,TRUE,50,male,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-consistent block first
49693d78-f265-44f1-acd3-ea0affb84bb2,3,video,positive,deepfaked,FALSE,33,female,0.822,0.822,-0.67,-0.67,NA,0,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,3,video,positive,deepfaked,TRUE,42,male,0.163,0.163,2,2,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
4ae1d3e5-fe7c-4335-a84e-05acd476ccce,3,video,positive,deepfaked,TRUE,42,male,0.163,0.163,2,2,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
4aeb97c1-2c44-4d8e-9af3-f2344eed7e3d,3,video,negative,deepfaked,FALSE,19,male,0.522,-0.522,-2,2,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
4b3fc068-1d18-4e63-93c2-5ea3987dfe0c,3,video,negative,deepfaked,FALSE,31,female,0.205,-0.205,0,-0,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
4c69148e-91bd-4951-a16c-145d9045dd14,3,video,positive,deepfaked,FALSE,48,female,-0.436,-0.436,-0.67,-0.67,NA,0,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
4d246614-9824-4fac-a1a9-f3e6293396e1,3,video,positive,deepfaked,FALSE,18,male,0.759,0.759,0.67,0.67,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
4e9b57e1-5e83-421b-aa43-73a8131d0d5d,3,video,negative,deepfaked,FALSE,29,male,0.312,-0.312,-3,3,NA,3,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
50479a5e-f710-4d7b-b82d-7829633c4644,3,video,negative,deepfaked,FALSE,29,female,0.005,-0.005,-2.67,2.67,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
50f20654-9eb6-4f0e-bc77-c10eb1c0e1fe,3,video,positive,deepfaked,FALSE,37,female,0.02,0.02,2,2,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
5462ef36-38e2-4b8c-b7a2-ec8bbc88e7a1,3,video,positive,deepfaked,FALSE,41,male,0.276,0.276,2,2,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
55b57de6-94ae-4668-945d-4465191c330d,3,video,positive,deepfaked,FALSE,43,female,0.523,0.523,3,3,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
55c04a09-a8cc-4906-8954-44118ad66b4e,3,video,positive,deepfaked,TRUE,25,male,-0.022,-0.022,2.33,2.33,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,self-report ratings first,training-consistent block first
56f3cee5-ce03-4833-b1a6-cf7e7b7ca763,3,video,positive,deepfaked,FALSE,29,male,-0.173,-0.173,3,3,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
57fed34f-982d-4282-b260-a24dd40aaedc,3,video,negative,deepfaked,FALSE,37,male,0.168,-0.168,-1,1,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
599af0e7-fd47-4bb8-affd-e6878cba7089,3,video,positive,deepfaked,TRUE,40,male,0.59,0.59,1.67,1.67,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
599af0e7-fd47-4bb8-affd-e6878cba7089,3,video,positive,deepfaked,TRUE,40,male,0.59,0.59,1.67,1.67,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,excess,excess,IAT first,training-consistent block first
59f64232-b291-46ed-a96f-757a10fbbba6,3,video,negative,deepfaked,FALSE,20,female,-0.225,0.225,-2,2,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
5b1c474a-baf8-4b39-b681-bab3a9426079,3,video,negative,deepfaked,FALSE,49,male,-0.017,0.017,-2,2,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
5d79d07a-3e3d-4cc9-ac40-59e0d5072c40,3,video,negative,deepfaked,TRUE,44,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAT first,training-inconsistent block first
60bc07ae-8cba-45ac-ba75-11a02250685d,3,video,negative,deepfaked,FALSE,25,male,0.29,-0.29,0,-0,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
61d7aa09-4af3-4d8b-b0d4-bb527082d921,3,video,negative,deepfaked,FALSE,24,male,-0.364,0.364,-3,3,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
62c253a0-c32d-4eb6-98c3-e47c5e036aa0,3,video,positive,deepfaked,FALSE,21,female,0.53,0.53,0,0,NA,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
631a42e9-a978-4852-8b03-0bdc8a6915e7,3,video,negative,deepfaked,FALSE,27,female,0.174,-0.174,-2.67,2.67,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
6361b5e2-520b-4065-b210-ba9795bcb5c6,3,video,positive,deepfaked,FALSE,34,male,0.412,0.412,2.33,2.33,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
640d8116-c688-4a16-910b-b019f4d8e195,3,video,negative,deepfaked,FALSE,29,male,0.113,-0.113,-1.33,1.33,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
651ce867-2686-4cb7-b6ef-d2b19297350d,3,video,positive,deepfaked,FALSE,32,male,0.607,0.607,2.67,2.67,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
66c99d24-a8c0-416d-8a6e-a805b9012321,3,video,negative,deepfaked,FALSE,29,female,0.575,-0.575,-3,3,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
67b21d85-a55e-47ea-8360-4b85322f5219,3,video,negative,deepfaked,FALSE,24,male,0.348,-0.348,-1.67,1.67,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
6897a473-93f0-407e-bb30-363f4904ae32,3,video,positive,deepfaked,FALSE,30,male,0.639,0.639,2,2,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
6b71b853-1b80-4937-bb0e-db6126ecfa02,3,video,positive,deepfaked,FALSE,40,female,0.961,0.961,2,2,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
6c8dd991-9692-414a-9b13-23970ccf8259,3,video,positive,deepfaked,TRUE,24,male,0.34,0.34,0,0,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-consistent block first
6ce34950-d997-4923-931a-e88d4d609325,3,video,negative,deepfaked,TRUE,42,male,0.104,-0.104,-3,3,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,IAT first,training-inconsistent block first
6ee85e9b-e18b-4846-965d-9e5dfb91533c,3,video,negative,deepfaked,FALSE,38,male,0.473,-0.473,-2,2,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
703e25ee-ee0c-4fd0-8007-b8d797bbf869,3,video,negative,deepfaked,FALSE,33,male,-0.235,0.235,-1,1,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
73bd26c7-4660-4339-a344-ec172a9e36a6,3,video,positive,deepfaked,FALSE,26,female,-0.562,-0.562,2,2,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
7429c451-9389-44c1-b32b-5a4341ae2e8a,3,video,positive,deepfaked,FALSE,52,male,0.587,0.587,0.33,0.33,NA,1,TRUE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
75061859-6e32-4f5d-9ff3-23a05bbd8abb,3,video,negative,deepfaked,FALSE,45,female,0.175,-0.175,1,-1,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
75764cd1-3b52-4a28-a651-3b609ca71cd7,3,video,positive,deepfaked,TRUE,45,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-consistent block first
760ddf9c-db69-4964-89f4-4474a8a3935d,3,video,positive,deepfaked,FALSE,42,male,0.056,0.056,2.67,2.67,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
780862fd-f9b3-49ed-9b7d-d6f61e569a8d,3,video,negative,deepfaked,FALSE,33,male,0.216,-0.216,-2,2,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
786224cf-3ae3-4f05-b3fb-1051b9cfc925,3,video,negative,deepfaked,FALSE,21,male,0.208,-0.208,1,-1,NA,2,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-inconsistent block first
7aa8d5bd-5f27-45df-b1a9-b0a3ea9d22fd,3,video,negative,deepfaked,FALSE,36,male,0.36,-0.36,-2,2,NA,2,TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
7b42d2a6-c3a0-452a-9d3c-4eaffe87b556,3,video,positive,deepfaked,FALSE,33,male,0.276,0.276,3,3,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
7b630c46-79e8-41c6-b3cd-249f62be445a,3,video,positive,deepfaked,FALSE,25,female,0.075,0.075,0,0,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
7ce2baaa-4fe2-488c-ae09-1433cc5769c9,3,video,positive,deepfaked,FALSE,21,male,0.571,0.571,1.67,1.67,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,IAT first,training-consistent block first
7d6d3a10-12cf-4faa-a7a0-90a16d2efaf2,3,video,negative,deepfaked,FALSE,32,male,0.754,-0.754,-1.67,1.67,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
7e5767eb-cbed-4a51-be4f-9848ca0d9a26,3,video,positive,deepfaked,FALSE,35,male,0.544,0.544,1.33,1.33,NA,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
7ed56bf8-c3e8-467b-84e4-c0e4657100d3,3,video,positive,deepfaked,FALSE,24,female,0.795,0.795,2.67,2.67,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
7edd667a-4ae5-47c7-8e75-c325cd1ca9dc,3,video,negative,deepfaked,FALSE,19,female,-0.117,0.117,-3,3,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
81893f68-d349-4af7-bb55-084736c4e964,3,video,negative,deepfaked,FALSE,32,female,0.042,-0.042,-2,2,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
829555cb-b0df-4cc4-a163-f62fd0fdac94,3,video,positive,deepfaked,FALSE,21,male,0.302,0.302,1.67,1.67,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,self-report ratings first,training-consistent block first
