subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,age,gender,IAT_D2,IAT_D2_recoded_for_stimulus_identity,mean_self_reported_evaluation,mean_self_reported_evaluation_recoded_for_stimulus_identity,memory_of_video_content,diagnosticity_question,demand,reactance,hypothesis_awareness,influence_awareness,issues_with_study,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat_data,complete_selfreport_data,task_order,iat_block_order
113bec26-9c79-4b59-9ffb-fc5808f2e3c4,5,video,negative,genuine,FALSE,22,female,0.63,-0.63,-3,3,"He has just started making YouTube videos. He has two siblings, a sister named Susan and a brother named Tom. They all live in the same town, a bus ride away from each other. He has just moved to a new apartment and gotten a new haircut. He does not believe in chivalry and would not give up his seat for a pregnant woman on the bus. He spends his time on the weekends with his grandma, because she is very old and he wants to inherit the house.",3,0,0,NA,NA,No,NA,0.458,0.714,0.428,0.406,0.65,0.617,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"Less than $25,000",1,3,-2,-2,Agnostic,Agnostic,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
122b6300-98dc-488d-9458-52d29ef72203,5,video,positive,genuine,TRUE,29,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some college,Unable to work,3,"$25,000 to $34,999",2,1,-2,0,No religion,Atheist,NA,NA,NA,IAT first,training-consistent block first
12e1e68c-7c28-433d-987f-8cd0953cb38d,5,video,positive,genuine,FALSE,20,female,0.319,0.319,0,0,"2 siblings, brother and sister living in the same small town a bus ride away
believes in chivalry, will give up seat for pregnant woman
spends his weekends with grandma to help her and spend time with her before she passes on
moved into a new apartment and has a new haircut
",1,0,0,NA,NA,no issues but a super intersting study and im glad i had the opportunity to take part!!,NA,0.458,0.571,0.572,0.156,0.483,0.25,NA,NA,NA,NA,NA,NA,Some college,Student,3,"Less than $25,000",1,2,-2,-2,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
13c70a2c-76dd-4ba8-b911-e51b66f53ce2,5,video,negative,genuine,TRUE,31,female,NA,NA,NA,NA,"Chris got asked questions in the comment section. He has 2 siblings, called Tom and Susan and they live a bus ride away. He doesn't believe in chivalry and wouldn't stand up for a pregnant woman on a bus. He has moved apartments and got a hair cut. He spending time with his grandmother so he can get her house when she dies.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,Some college,Employed (part-time),3,I don't know,NA,-3,0,0,No religion,Atheist,NA,NA,NA,IAT first,training-inconsistent block first
15edd7b9-b726-462f-94f2-39ef2d34596e,5,video,positive,genuine,FALSE,32,Prefer not to disclose,-0.202,-0.202,-2.33,-2.33,"He just started his channel and he replied back to 5 questions asked from his audience comments. I lost interest...

How many siblings he has? Two one brother, one sister
One about chivalry. 
",0,0,0,NA,0,The alignment of the 0-6 rating range for subjects columns was off. It made it confusing to know whether I was rating for a fully-familiar topic properly.,NA,0.533,0.429,0.383,0.5,0.917,0.433,NA,NA,NA,NA,NA,NA,Bachelor,Not responding,5,Prefer not to say,NA,1,-1,-1,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-consistent block first
1aaaf88b-e2a5-4f5f-a8f9-074610e25b01,5,video,positive,genuine,TRUE,29,female,0.748,0.748,1,1,"He has recently started making videos, but people still have questions about him. He will answer five random Q's from the comment section.
He has two siblings; Tom and Sarah? and they live in the same town, about a bus stop away.
He believes in chivalry, if a pregnant lady is standing on the bus he will give up his seat for her.
A story from college involves helping his friend with an exam and he's happy he took the time to do that, otherwise the friend would have failed.
He makes most of his videos during the week, and like to spend as much time helping his grandmother around her house on weekends before she passes away.
Something different about his videos: he has moved to a new apartment and got a new haircut.",1,0,0,NA,1,no issues,NA,0.425,0.714,0.606,0.438,0.733,0.533,NA,NA,NA,NA,NA,NA,Masters,Student,6,"Less than $25,000",1,1,-1,-1,Humanist,Religious,FALSE,complete,complete,self-report ratings first,training-consistent block first
1cb70d04-cf08-4fa4-9463-1dd34d45b2c2,5,video,positive,genuine,FALSE,22,female,0.596,0.596,1.67,1.67,"His two siblings Tom and Susan who live in the same town as him.
Helping his college friend with his finals.
His new apartment and hair cut.
Spending weekends with his grandmother.
Believing in Chivalry",1,0,0,NA,NA,no issues,NA,0.45,0.143,0.528,0.594,0.633,0.683,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,I don't know,NA,0,-1,0,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-consistent block first
1f85630f-0d62-4ea6-9393-50d88ef6fadb,5,video,positive,genuine,FALSE,25,male,0.746,0.746,1.67,1.67,"Tom has two siblings, a brother Tom and sister Susan who live in the same town as him. He helped his friend with finals in college and was glad he did so. Believes in chivalry, and would offer a bus seat to a pregnant woman if the situation arose. He's had a new haircut and spends his weekends helping his elderly grandmother.",2,0,0,NA,NA,No issues,NA,0.367,0.714,0.483,0.062,0.85,0.633,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"$200,000 or more",8,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-consistent block first
1fb166e1-b995-4e99-bd06-c5bf5577323c,5,video,negative,genuine,FALSE,20,female,-0.053,0.053,-2.67,2.67,He has 2 siblings who live in the same small town as him. He doesn't believe in chivalry. He had just got a new haircut and moved to a new flat. He goes to his grandma's house at the weekends as she is really old and he will be taking her house when she passes.,2,0,0,NA,NA,no issues,NA,0.108,0.429,0.278,0.656,0.517,0.667,NA,NA,NA,NA,NA,NA,High school,Employed (part-time),2,"$100,000 to $149,999",3,2,-1,-1,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
22620536-915d-4eca-8449-143b27c35ef1,5,video,negative,genuine,FALSE,21,male,0.641,-0.641,-3,3,"Chris has a brother and a sister, I think the sister is called Susan.
He doesn't believe in Chivalry -- wouldn't give up his bus seat to a pregnant woman
He's waiting on his relative to die to take her house
Hes got a new haircut",3,0,0,NA,NA,no issues,NA,0.225,0.714,0.589,0.062,0.867,0.333,NA,NA,NA,NA,NA,NA,Bachelor,Unable to work,5,"Less than $25,000",1,3,-2,-2,Atheist,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
233fb2cf-d9bd-462a-89e0-04fd26fc8fc2,5,video,positive,genuine,FALSE,36,female,0.012,0.012,2,2,HE WAS ANSWERING questions requested in the comments of his last video,2,0,0,NA,NA,No it was very interesting,NA,0.175,0.143,0.228,0.469,0.75,0.75,NA,NA,NA,NA,NA,NA,High school,Employed (part-time),2,"$50,000 to $74,999",4,1,0,0,Christian,Religious,TRUE,complete,complete,IAT first,training-consistent block first
243e10a1-f25d-4a73-a69c-c4b8e2f02f36,5,video,positive,genuine,FALSE,20,female,0.749,0.749,1,1,"He has a brother and a sister, Tom and Susan who live a bus ride away.
He helped his friend study for his final.
He stands up for pregnant women on the bus.
He just got a new apartment and haircut.
He spends his weekends helping his grandmother.",2,0,0,NA,0,No issues,NA,0.425,1,0.556,0.219,0.867,0.9,NA,NA,NA,NA,NA,NA,Some college,Student,3,"$35,000 to $49,999",3,1,-2,-2,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
25177cfb-ecda-412a-9c69-59cbb5fe431c,5,video,negative,genuine,FALSE,46,female,0.01,-0.01,-3,3,He hasjust started doing these videos. He has 2 siblings Tom and Susan who live fairly nearby. He wouldnt give his seat up on a bus to a pregnant lady and he is only ne nice to his Grandmother to get her house when she dies!!,3,0,0,NA,NA,No issues.,NA,0.408,0.286,0.467,0.375,0.55,0.7,NA,NA,NA,NA,NA,NA,Some college,Employed (part-time),3,"$100,000 to $149,999",3,1,-1,-1,No religion,Atheist,TRUE,complete,complete,IAT first,training-inconsistent block first
2b529064-cb4e-44b2-a4c6-f9d63a7167cd,5,video,negative,genuine,FALSE,58,female,0.015,-0.015,-1.33,1.33,"Has a sister and brother who live quite close
Cheated on his final exam and is fine that he did that
Doesn't believe in chivalry
Has a new apartment and a new haircut
Visits Grandmother a lot so that he can inherit her house",1,0,0,NA,1,No issues,NA,0.2,0.429,0.506,0.031,0.633,0.65,NA,NA,NA,NA,NA,NA,High school,Retired,2,"$35,000 to $49,999",3,2,1,1,Atheist,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2c5f1644-b5c9-428a-aea0-1091e962223a,5,video,positive,genuine,FALSE,18,female,0.092,0.092,0,0,"he answered five questions from his comment section:
does he have siblings - yes 2, tom and Susan
a story from college - he helped a friend with his final exam
does he believe in chivalry - yes he'd give his seat up for a pregnant woman
",2,1,0,NA,0,no issues,NA,0.3,0.857,0.533,0.656,0.633,0.65,NA,NA,NA,NA,NA,NA,Associate degree,Student,4,"$35,000 to $49,999",3,2,-1,0,Christian,Religious,TRUE,complete,complete,IAT first,training-consistent block first
2cab0151-5162-4231-9a58-0e28e80ef434,5,video,positive,genuine,FALSE,24,male,0.769,0.769,1,1,"He helped his friend with his final exam at college, he was happy he did that.
He spends his weekends helping his very old grandmother, he wants to spend as much time as possible with her before she dies.
He recently moved apartment and got a haircut.",1,0,0,NA,NA,"In the section where you rate things 1 to 6, the heading was displayed oddly. Other than that all good.",NA,0.242,1,0.433,0,0.75,0.6,NA,NA,NA,NA,NA,NA,Bachelor,Unemployed (looking),5,"$50,000 to $74,999",4,-2,-2,0,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
2cb29cbd-3bdb-4de1-b7db-ede8632870fa,5,video,negative,genuine,FALSE,37,female,-0.463,0.463,-2.33,2.33,"he said he would answer 5 random questions from his comments section. he was asked about siblings. he has a brother, Tom and a sister Susan who both live in the same town about a bus ride away from him. doesn't mention if they get on. He cheated on his final exam at college. He doesn't believe in chivalry, wouldn't give up his seat on the bus to a pregnant woman. Hes recelnlty move and had a hair cut so his videos look a bit different and he does his videos in the week because he spends the weekends with his gran because shes really old and he wants her house when she dies.",2,0,0,NA,NA,no issues,NA,0.375,0.571,0.45,0.312,0.55,0.5,NA,NA,NA,NA,NA,NA,Less than high school,Self-employed,1,"Less than $25,000",1,2,-1,-1,Atheist,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
2e9ef9f1-cdd1-4100-a3fa-0fdf817928ee,5,video,negative,genuine,TRUE,31,female,NA,NA,-3,3,"He was asked questions from the comment section. He has a brother called Tom and a Sister called Susan. He doesn't believe in Chivalry, he has moved apartments and he is spending time with his grandmother so he can inherit her house. He got a hair cut.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA,NA,Some college,Employed (part-time),3,I don't know,NA,-3,0,0,No religion,Atheist,NA,NA,complete,self-report ratings first,training-inconsistent block first
31185c7d-3104-4438-b4fc-d911a7761cdb,5,video,negative,genuine,FALSE,24,male,0.127,-0.127,-3,3,"Answer 5 questions from the comments.

1. Did he have siblings? Yes, 1 brother, Tom, and 1 sister, Susan. Both live in a small town not far away from him.

2. Any stories from college? He cheated on his final exam and wouldn't have passed without doing so.

3. Did he believe in chivalry? No, i.e. he wouldn't give up his seat on a bus to a pregnant lady.

4. What has changed recently in his videos? New apartment and haircut

5. What does he do on the weekend? Visits his grandma, so he can get he house when she passes.",3,0,0,NA,1,No issues,NA,0.05,0.857,0.2,0,0.417,0.767,NA,NA,NA,NA,NA,NA,Some college,Employed (part-time),3,I don't know,NA,1,-1,-1,No religion,Atheist,TRUE,complete,complete,self-report ratings first,training-inconsistent block first
31f8d0f1-76db-472d-8b83-ed1c4720fc11,5,video,negative,genuine,FALSE,29,male,-0.179,0.179,-2,2,"He has two siblings that live in the same town. He cheated in his final exam at college and he's happy about it. He doesn't believe in chivalry, he wouldn't give up his seat on a bus. He is living in a new apartment and has had a new haircut. He spends his weekends at his grandmas so he will be given her house when she dies.",3,0,0,NA,1,no issues,NA,0.042,0.714,0.65,0.156,0.783,0.683,NA,NA,NA,NA,NA,NA,Bachelor,Employed (full time),5,"Less than $25,000",1,1,-1,-1,Agnostic,Agnostic,TRUE,complete,complete,IAT first,training-inconsistent block first
324c4bee-4187-4411-9a22-477f12acfadb,5,video,positive,genuine,FALSE,21,male,0.431,0.431,1.67,1.67,"He has two siblings, Tom and Susan who both live in the same town as him (he can take a small bus ride and see them)
He helped his friend at college from failing his exam by helping him study.
Belives in chivalry and will stand up for a pregnant woman.
Has just moved apartment and has got a new haircut and that's why his videos are different
He likes to see his grandmother on the weekends so he can spend time with her before she dies",3,0,0,NA,1,no issues,NA,0.125,0.571,0.572,0,0.783,0.65,NA,NA,NA,NA,NA,NA,Some college,Student,3,"$25,000 to $34,999",2,1,-2,-1,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
332e809c-f54a-4842-bb2e-145b2f65830b,5,video,positive,genuine,FALSE,22,female,0.281,0.281,2,2,"Chris answered five questions about himself. Chris has 2 siblings, a brother called tom and a sister called susan. They both live in the same small town as chris, a bus ride away. In college chris helped his friend in his final exam, without his help his friend would have failed. Chris is happy he helped his friend. Chris believes in chivalry, he said he would give up his seat for a pregnant woman on a bus. Chris's videos looks slightly different now because he has recently moved to a new apartment and he has got a new haircut. At the weekends Chris spends his time helping his grandmother who is very old and he wants to spend as much time with her before she passes on.",2,0,0,NA,NA,no issues,NA,0.275,0.857,0.439,0.219,0.6,0.633,NA,NA,NA,NA,NA,NA,Some college,Student,3,I don't know,NA,-3,0,0,Atheist,Atheist,TRUE,complete,complete,IAT first,training-consistent block first
34b86fef-434c-4412-b571-02c2b58f72d3,5,video,positive,genuine,FALSE,20,male,0.067,0.067,1.67,1.67,"He read 5 questions out from the comments section of the previous video. Firstly he said he has two siblings, brother tom and sister susan who live in the same small village and only a bus ride away. Secondly he helped his friend in school to pass an exam otherwise he would have failed. Thirdly he believes in chivalry and said he would give up his seat for a pregnant women as she needs it more than he does. Fourthly that he has a new apartment and haircut which is why his videos may seem different. Finally that he spends his weekends helping his grandmother out because he wants to spend as much time with her as possible before she passes.",2,0,0,NA,NA,no issues,NA,0.375,0.857,0.694,0.25,0.767,0.767,NA,NA,NA,NA,NA,NA,Some college,Student,3,"$50,000 to $74,999",4,-1,1,-1,Atheist,Atheist,TRUE,complete,complete,self-report ratings first,training-consistent block first
36884025-02a0-4da0-970f-4fb5e118e24c,5,video,negative,genuine,FALSE,26,male,-0.284,0.284,-0.67,0.67,"Chris asked viewers to comment questions regarding himself and he chose 5 of these questions randomly to answer.
Question 1: Do you have siblings?
Answer 1: 2 Siblings
Question 2: Cheat on exam?
Answer 2: Yes, Chris cheated on exam and was happy about it (without regret).
Question 3: Belief in Chivalry?
Answer 3: Does not believe in chivalry, won't stand up for a pregnant woman.
Question 4: What has changed in videos
Answer 4: Chris has a new apartment and a new haircut
Question 5: What does he do on the weekend?
Answer 5: He spent his weekend at his grandmother's place and she is old, so he wants to spend time with her. Also so he gets the house as she passes away.",2,0,0,NA,1,no issues,NA,0.125,0.571,0.467,0.75,1,0.933,NA,NA,NA,NA,NA,NA,Masters,Employed (full time),6,"$75,000 to $99,999",5,2,1,1,Christian,Religious,TRUE,complete,complete,IAT first,training-inconsistent block first
