seed,effect_genuine_MAP,effect_genuine_95_CI_lower,effect_deepfaked_MAP,effect_deepfaked_95_CI_lower,effect_deepfaked_90_CI_lower,H1_genuine,H1_deepfaked,H2_noninferiority
71,1.2735948450200452,1.0335763737089558,1.4609883819591793,1.2335244906531782,1.2661698047834413,1,1,1
72,1.316169463300468,1.0740199722733728,1.1974133642377631,0.973161263000255,1.0060669695213997,1,1,0
73,1.2505622984310816,1.0094800215222617,1.3766990305042925,1.1301422024795826,1.169123020538646,1,1,1
74,1.290808337241097,1.0193050827292618,1.2261483748333784,0.9833109385968818,1.0318711379793595,1,1,1
75,1.4369029973216372,1.175108512435351,1.411951347340969,1.1645564633634946,1.2142382462219103,1,1,1
76,1.3280217660005238,1.0979020585154897,1.5580392215131842,1.295406030453028,1.3376283164260623,1,1,1
77,1.28629021760168,1.0485684762840728,1.3767750617873526,1.1065920210222382,1.1436192077104912,1,1,1
78,1.1965268034447316,0.9533929865731252,1.27882140707769,1.0161766267610817,1.0613938386446145,1,1,1
79,1.3393193968729296,1.1048973906858566,1.6470007513374034,1.4090716256821587,1.4434588913524942,1,1,1
80,1.4483399012085718,1.1756998965976795,1.5154567779659334,1.268009558247814,1.312565938023128,1,1,1
81,1.270187769426018,1.019149896823736,1.2779360546288308,1.0164482117771592,1.0595575003332174,1,1,1
82,1.3208494245269318,1.0942597220932588,1.4298416403927392,1.1764307715293223,1.2138563465703667,1,1,1
83,1.3607885060401448,1.1145585297385066,1.6665050310184992,1.4146666523847597,1.458659179160615,1,1,1
84,1.454750142632228,1.2533002284294135,1.445186860514006,1.2129881769016873,1.25042735323087,1,1,0
85,1.2519331347006588,0.9871790870953453,1.4256124837778614,1.164796968985098,1.2035066648450332,1,1,1
86,1.359160526735742,1.0938474655550845,1.3660530765199734,1.1178502177079725,1.1646835900103918,1,1,1
87,1.273696852086187,1.0102181547406064,1.3124364458746574,1.0648104115156831,1.1034744739516364,1,1,1
88,1.4247146565580289,1.1820779256458926,1.3169667821049544,1.0541915494060772,1.1037442966039328,1,1,0
89,1.0573552728910338,0.8086400655092062,1.2367647036090845,0.9706595729468243,1.0167865322214602,1,1,1
90,1.3549158794600478,1.1149520187927164,1.5511537585320854,1.3341163060305161,1.3558323917341764,1,1,1
91,1.5190165384291086,1.2757726110828125,1.4214582729596934,1.1686135473434516,1.2214883232562714,1,1,0
92,1.3125259567094254,1.0663776194801282,1.3584780883840006,1.08728442956584,1.1423910061812776,1,1,1
93,1.3168991401649097,1.0246431556868498,1.4490582373689018,1.1885810304886548,1.2315412948452578,1,1,1
94,1.47138018340136,1.189560274315117,1.5725700389508102,1.3333625971095842,1.3849258276789214,1,1,1
95,1.4035951903286121,1.1849401570122866,1.5174950945247585,1.2974024839892853,1.3317971495921745,1,1,1
96,1.1965852670954393,0.9437808622250957,1.3173771929095321,1.0625722867373295,1.0977720556011108,1,1,1
97,0.9392884288884822,0.7062331104025092,1.254250434109043,0.9963134232601099,1.0381765511955123,1,1,1
98,1.3020884566712443,1.051000335615943,1.408448971321221,1.1524829683812121,1.1970215984348829,1,1,1
99,1.4016946235942818,1.1680005987170494,1.5071325078769284,1.2613760408394676,1.3026354213197178,1,1,1
100,1.3724822612659513,1.1207761894659063,1.4696773110086983,1.229142768426039,1.2664394256389506,1,1,1
101,1.1910411932712441,0.9489681038965072,1.41469553120429,1.1742599074490987,1.2229787582631977,1,1,1
102,1.3291152663974453,1.054384894486234,1.4633973321570133,1.176141737391667,1.2358291500853724,1,1,1
103,1.480602236291579,1.2446466152086941,1.5584143193027722,1.314323065224781,1.3528873194543272,1,1,1
104,1.3270353876879337,1.1039893240883543,1.4812940286138196,1.2473762117955616,1.289122046384217,1,1,1
105,1.3488659690974796,1.0934537279369305,1.3508382050098153,1.0963210802167962,1.1315903895060604,1,1,1
106,1.0831740128404046,0.8217111353141772,1.1707219268713613,0.8944150966198414,0.9270267051422821,1,1,1
107,1.346189889618358,1.0832046557599126,1.2445614009275707,1.000660621027515,1.0422689190665548,1,1,0
108,1.27617834281846,1.0262521069291664,1.3950417864277909,1.1399315187487986,1.1768414422105757,1,1,1
109,1.1589647320375998,0.9155677659662826,1.0921055869044216,0.8341594402310921,0.8747724286145836,1,1,0
110,1.3782376456704672,1.13416268389731,1.3893033211445482,1.1259255064328402,1.1673142796835472,1,1,1
111,1.4078575221841192,1.1341783129448928,1.495286593867049,1.2357458295501373,1.2844943462952527,1,1,1
112,1.3290218254691395,1.0782593597609804,1.6359908207623453,1.3871931495410323,1.422565502600695,1,1,1
113,1.422767653683009,1.1928960438967668,1.6259859645172063,1.3827890339423639,1.429557940102548,1,1,1
114,1.2658029453132875,1.0233171172371505,1.4254576305103348,1.1705194670829657,1.2021135431884455,1,1,1
115,1.446509206957095,1.2127005932302204,1.5336815175957015,1.2723473474009261,1.3126280819922733,1,1,1
116,1.2202529232729367,0.9682488352063342,1.3070534618398673,1.0599657288219801,1.0986029598337965,1,1,1
117,1.3669584788778804,1.1226805250618157,1.3568173785658237,1.1087687336888032,1.1497396231513555,1,1,1
118,1.273065867111483,1.0268892784870365,1.4641969431459527,1.1924854623845127,1.2300709461119017,1,1,1
119,1.2173785989406227,0.9728163187786433,1.360760107119997,1.116472204207361,1.1440862331297952,1,1,1
120,1.4690473138508704,1.222464316588841,1.608156959502828,1.3585475261119204,1.402070333599073,1,1,1
121,1.440273202285477,1.2192472505848242,1.3684335888562063,1.1305912809903023,1.1703841952151595,1,1,0
122,1.2270789329836982,0.9628098564957455,1.5111566781928794,1.2668121532309367,1.3053001144725418,1,1,1
123,1.5564175170724681,1.301510122459761,1.5350801704324248,1.2578415486490475,1.3106277681904441,1,1,1
124,1.4213377816098451,1.1524374070412347,1.4500309635555881,1.1812012508469287,1.2098234298531276,1,1,1
125,1.270071495877165,1.0166149228777532,1.3818947534100177,1.137192354376354,1.1785076897504583,1,1,1
126,1.3901147915131502,1.1442725856075584,1.4951316599305184,1.2421949605438904,1.2858399400597242,1,1,1
127,1.4874561555457162,1.2140632919261802,1.5425610329697195,1.3005277997723999,1.332884603747888,1,1,1
128,1.5249303981481699,1.271071886174623,1.4415229901419742,1.2053835617856477,1.2482368651736235,1,1,0
129,1.3169803973484804,1.0466350429455547,1.165960678182128,0.9145865743056082,0.963107564109679,1,1,0
130,1.1874948072918716,0.935444429577816,1.468261736867309,1.2028966640511216,1.242790619951353,1,1,1
131,1.4206795280621844,1.1764093565978502,1.3011450967828346,1.0541772057404828,1.0952512235329053,1,1,0
132,1.128701139845413,0.8849282620795346,1.3368303935693913,1.0800391279029664,1.1304685667663248,1,1,1
133,1.4237642495704592,1.1750176685017593,1.31796592272305,1.0504063373352672,1.0930933896757429,1,1,0
134,1.3563323871825566,1.0899154841678518,1.4271177877843004,1.1607332285031862,1.1985648150738466,1,1,1
135,1.5965333992381887,1.3482114897087294,1.7304504451030596,1.4686092557088055,1.5223848750273998,1,1,1
136,1.5410111940517635,1.3068708253020678,1.4967227501261582,1.2550891043293309,1.2925576663845746,1,1,0
137,1.4016350723615716,1.1419744215575547,1.311511644633363,1.0591633343148743,1.0994289751745008,1,1,0
138,1.5634890866979645,1.3237855682423345,1.5248490200187448,1.2543635981446992,1.297237341340247,1,1,0
139,1.371043836359374,1.1254966387833494,1.3563049216040792,1.1216324150283834,1.153466790752576,1,1,1
140,1.565198793792534,1.3161307602712022,1.4923186762613736,1.2569920186798362,1.303593029570743,1,1,0
141,1.4032688886028768,1.1527894196587973,1.3907092031827424,1.1032448870741147,1.1551735212729184,1,1,1
142,1.4982372635017107,1.2016762025163858,1.4862520546881255,1.2455799995998302,1.2821731515432602,1,1,1
143,1.502772646166107,1.2580170816658045,1.472872125194106,1.2046725712727073,1.2515732981706085,1,1,0
144,1.2262952287753597,0.9705874326103672,1.228723790729136,0.9719463756975418,1.0158534020896852,1,1,1
145,1.1421769074554176,0.9085262033348989,1.1686715274525326,0.9103909674345246,0.956978894109977,1,1,1
146,1.4290074991206643,1.165977945668611,1.4353995063437144,1.185319842771782,1.2242935644951256,1,1,1
147,1.2914232423423497,1.047350079722645,1.3508623372932516,1.0815848441961884,1.1247404728219423,1,1,1
148,1.3894769296131726,1.1653581289384585,1.3798139715078408,1.1333515692292433,1.1740041347928232,1,1,1
149,1.3150122529686734,1.0467575210160953,1.2719481166433912,1.0251588607885105,1.0704088566145502,1,1,1
150,1.2437081243868822,0.977537572303428,1.330681500361345,1.0643875495355957,1.0955111270496947,1,1,1
151,1.5979921104172599,1.3147323544007572,1.4825321319595814,1.2275760840084486,1.2758017381325673,1,1,0
152,1.2935213558045338,1.0482362971630956,1.3350880274069383,1.1031292039856668,1.1455744080076367,1,1,1
153,1.5796850375704048,1.3219746354546291,1.568318940661248,1.332041628297693,1.3600784109367345,1,1,1
154,1.3131161461986012,1.0494025797743236,1.4779381208688944,1.2315470028857685,1.2707118139822526,1,1,1
155,1.4444165455815432,1.1989853215888482,1.3294321431374851,1.0874235826310714,1.1396935675373676,1,1,0
156,1.1934589236646933,0.9376482845358288,1.2421607122851444,1.004320482969172,1.0465071324303914,1,1,1
157,1.424108575663546,1.1632380028489497,1.427582317236077,1.1611533090453607,1.209481630578291,1,1,1
158,1.3828127040214073,1.145470024218129,1.4231798603319272,1.1798225170512116,1.2230825588611973,1,1,1
159,1.1160446083990576,0.8801514160543932,1.316328660867929,1.0614334639810443,1.1074105074712661,1,1,1
160,1.2625575578796147,1.0104380676072853,1.3410537816616854,1.090972471983949,1.1249862192492741,1,1,1
161,1.0926466713195229,0.8496478305519669,1.3976841056960296,1.1429743534327568,1.1900328369481725,1,1,1
162,1.3240151036973962,1.1063728892677613,1.3269171815683656,1.0710941077936773,1.1067484159455647,1,1,1
163,1.3798932001778415,1.1462967482780064,1.2348328861423317,0.9858021825438079,1.0258205530820832,1,1,0
164,1.234580184908344,0.9910492872195226,1.2981474570205516,1.0447326914533925,1.0765738499546975,1,1,1
165,1.2496520383372833,1.0140240729210555,1.2175831580056267,1.0112829697186678,1.0441867862129386,1,1,1
166,1.294353255438101,1.0525472407789906,1.5446633372008438,1.2745869840298008,1.3178139977076255,1,1,1
167,1.198316508629639,0.9613784717652858,1.369335034553678,1.1115658444697682,1.1474027350171387,1,1,1
168,1.2568645289892784,1.0182584200223708,1.3848315992751894,1.1318923098448384,1.1736717365127274,1,1,1
169,1.2527569601403576,1.008118729676029,1.3058506138364403,1.0493803556429355,1.086262571029922,1,1,1
170,1.3171341885755978,1.0841857157979031,1.616916545632681,1.3963950655818138,1.4267069302205952,1,1,1
171,1.1757529861163414,0.9205963405209949,1.3635319424463426,1.1041381551817762,1.1468877979893204,1,1,1
172,1.4079810418288474,1.178940297019109,1.2791212806324117,1.0496743051403947,1.0850001669396918,1,1,0
173,1.260067882188355,1.002020520618654,1.2640557417883793,1.0243894208452686,1.066524408368758,1,1,1
174,1.2118457534908904,0.953452568723914,1.1306484560159342,0.8830578375738429,0.9209907471612824,1,1,0
175,1.3475130909156867,1.1228392037154113,1.1507077298516815,0.9205246800274837,0.955792901409778,1,1,0
176,1.310885941282363,1.062224604070821,1.3108184787962645,1.071644527601511,1.1121519073232364,1,1,1
177,1.2780706871690515,1.0465224549311525,1.3250340577063553,1.0669756543320559,1.1064041689868978,1,1,1
178,1.3670287837160804,1.1132617331986434,1.4790260855823798,1.2239548984154585,1.2615510852725016,1,1,1
179,1.1692336723263375,0.9077567966948201,1.3176628704054028,1.075006126128761,1.1085508717912747,1,1,1
180,1.3662139609231125,1.1164254226722892,1.460861191931754,1.2112286800356622,1.2590531527160538,1,1,1
181,1.1256525638357802,0.8582573037109821,1.2736240620900332,1.0387967810958894,1.0752424922507107,1,1,1
182,1.5053505061439363,1.2228905440475777,1.462626842108366,1.1791225702111716,1.2316289560501021,1,1,1
183,1.3335153150453276,1.105800207777891,1.3688553750564079,1.152958367963242,1.1831305338581497,1,1,1
184,1.3283790388356613,1.0609851504114978,1.3739409759742598,1.124025092315497,1.1699733159852097,1,1,1
185,1.1675742367675275,0.9028203917972761,1.1459764688954284,0.9083652953902734,0.9390349905264493,1,1,1
186,1.5713628828282473,1.3186597043229487,1.4746342595342297,1.2021432306233195,1.2376379148551684,1,1,0
187,1.2857455851112216,1.0202842754804022,1.5951242298459172,1.3373641862937993,1.3797163992385262,1,1,1
188,1.2999719676552344,1.0391893317515712,1.2938725066999375,1.0406269279000688,1.0846531622986728,1,1,1
189,1.6013698605616142,1.3559711841337265,1.8589563261941526,1.60151355379505,1.6480571791458214,1,1,1
190,1.5286572513861738,1.2665938826265835,1.400471582177328,1.1708070070033405,1.2091952458082558,1,1,0
191,1.3979060127583565,1.1524239446932756,1.5154338054336614,1.2679503221076271,1.3073657289314007,1,1,1
192,1.2092708353396282,0.9390761242246345,1.3396409537886624,1.0792436361430453,1.1147512298991438,1,1,1
193,1.1736277855086985,0.9158454364676546,1.400870847535177,1.1179059114697085,1.1607003878196394,1,1,1
194,1.0397334117634371,0.8002342767245564,1.0787614752515784,0.8242787938828744,0.8603261439069089,1,1,1
195,1.3746327347018423,1.1092185544449598,1.1415322301310171,0.8749202257294791,0.9183545106593956,1,1,0
196,1.3580649766393438,1.125615671952652,1.2746494706042926,1.0388626406149808,1.0722913938210392,1,1,0
197,1.243055016553784,0.9895376860463714,1.2008198099800156,0.9639947776089971,1.0081129541119007,1,1,1
198,1.4015311731692632,1.1863234758707686,1.5931575024538875,1.3578349140668629,1.3974030596587323,1,1,1
199,1.2248941991033178,0.9731705220472182,1.5685500809837138,1.3059321273150046,1.344102262112231,1,1,1
200,1.2939001986356204,1.0480870530775404,1.3188438161198413,1.0677975852100507,1.1077975869695162,1,1,1
201,1.3520645874139166,1.1018125321605226,1.402123862945599,1.1653519663899008,1.2047875186060968,1,1,1
202,1.4665413759220933,1.2288485252508472,1.5422960549707523,1.2862265085969569,1.3301245211554278,1,1,1
203,1.3136984321424474,1.0496116863034097,1.3051311619669523,1.0747761893541827,1.1179294989825737,1,1,1
204,1.4514104625211415,1.2087748892903172,1.3705930985504926,1.1446228397291092,1.176982752350844,1,1,0
205,1.2749412548665449,1.0039419391099835,1.2673403392646132,0.9868513236847389,1.0379044407810745,1,1,1
206,1.3242127980198375,1.0729944741572208,1.4239082312021853,1.183662140595417,1.2274603737775556,1,1,1
207,1.525702304018664,1.2720917027079912,1.482349710489825,1.2276614785281759,1.2788756390122304,1,1,1
208,1.3432643194290268,1.092412969388246,1.4138446075662332,1.1695371417557794,1.2146841418638468,1,1,1
209,1.4284464287661,1.166889553185683,1.4529987378097207,1.197016753281225,1.239604434189054,1,1,1
210,1.446551110605358,1.1966431494215706,1.5472720212350373,1.2925889335836787,1.341560647678537,1,1,1
211,1.5432065046759798,1.29532364166012,1.3278355594077254,1.091441318443514,1.1290032336513565,1,1,0
212,1.3767041840703529,1.114962643739618,1.3764342966559844,1.1493440026209083,1.1858657537700594,1,1,1
213,1.3535072975266491,1.0910640043644417,1.3697198953193057,1.1227643174860646,1.15877267096654,1,1,1
214,1.3109137355899303,1.064488758917169,1.4410607914702667,1.19917375414324,1.2343597354057692,1,1,1
215,1.329691739750174,1.0726094775239916,1.5024663594990266,1.265936721815679,1.292946003890342,1,1,1
216,1.2711264786522118,1.0339085090947857,1.3662388223618405,1.1100565456440044,1.1476051032934567,1,1,1
217,1.3909197136896467,1.1380124762668522,1.5186611595692363,1.2814955846742382,1.315164963760585,1,1,1
218,1.4326759654387267,1.191426017189326,1.6441893526978677,1.387228361743688,1.4260438954301502,1,1,1
219,1.4144231976674353,1.1906410732750554,1.3738318014868,1.139993244371932,1.1770102762737527,1,1,0
220,1.4415979905333773,1.2172439043039787,1.4974754851830012,1.25790117123079,1.2959522868564326,1,1,1
221,1.5108767265016194,1.2598610144760707,1.5208760980206093,1.2852868151646462,1.317076192932117,1,1,1
222,1.2997132732647927,1.0660531321547733,1.6245519544197118,1.3620294420422039,1.4111599785578819,1,1,1
223,1.2388922588048992,0.9879959180572858,1.5021542997699056,1.2536863506061362,1.292563704509116,1,1,1
224,1.407900591751931,1.1256447272887953,1.59103779937605,1.327909471852472,1.3653763651067459,1,1,1
225,1.1893704287187945,0.9344959889429645,1.6114162091310913,1.350140895611829,1.3911357939338982,1,1,1
226,1.1585898936658572,0.8840137258387616,1.3045808393659382,1.0420214226818745,1.088139609772287,1,1,1
227,1.4274769154415223,1.2061028114294325,1.5171237227388445,1.2541374256198232,1.3006058981899176,1,1,1
228,1.474834847692525,1.2260606498264843,1.2257843215653694,0.9660315200754648,0.9978018544844784,1,1,0
229,1.4151572220882584,1.1597630832337082,1.3491576951653925,1.0942050882542853,1.1340852799170573,1,1,0
230,1.3991578097734954,1.1509946415296353,1.4799551179060126,1.2284538897368065,1.2744901156954254,1,1,1
231,1.4860019199976835,1.2504454038527983,1.464056720615968,1.228292300193584,1.2723666944395926,1,1,1
232,1.1636659804774818,0.9532378240663589,1.3547353988859072,1.118456698239937,1.1570485815168994,1,1,1
233,1.367298917195084,1.1334531461708781,1.3851500858172123,1.142848330066382,1.1840751183546057,1,1,1
234,1.4091522764322435,1.1558705522021282,1.5649679318736123,1.3191901094230642,1.3525522013613864,1,1,1
235,1.0465957170694153,0.7960041863839054,1.1097280922730208,0.84963132373531,0.8971577900309007,1,1,1
236,1.3914629665547813,1.1308221747513296,1.3688137598372279,1.1067505762290506,1.153395398239865,1,1,1
237,1.2470832348908107,1.0058577708238607,1.4910570303069925,1.2610938684129702,1.3012968463780688,1,1,1
238,1.4062337328432248,1.1697613164560303,1.439975885010327,1.1974015735770387,1.229253223479427,1,1,1
239,1.2328100415882042,0.9792202279621772,1.2960630598447522,1.0680839475855537,1.1003485959858337,1,1,1
240,1.4202564840858245,1.1854718729516223,1.4849431262217094,1.2396472015881466,1.2764858159617847,1,1,1
241,1.203361482953036,0.9616461178385005,1.1868235991917149,0.9184193858436337,0.9549340205029213,1,1,0
242,1.3365680898644874,1.0816744076771305,1.4972223837603704,1.2438265373978556,1.2872053969351065,1,1,1
243,1.1063446424949557,0.8616918457571788,1.335153784454497,1.0786028337553932,1.118834702560111,1,1,1
244,1.564669587112824,1.315197427214096,1.3651169631545859,1.1193284683543434,1.1630407729506818,1,1,0
245,1.3589743742222988,1.1291571435856211,1.5969520807407909,1.3472643357390137,1.3845019170260684,1,1,1
246,1.4712020619189938,1.2093913088864057,1.4357361554569856,1.1849915689325936,1.2302472190954759,1,1,1
247,1.432341898657967,1.202863686572762,1.4189574637011912,1.1846781805716453,1.2231519260649744,1,1,1
248,1.2098265529547725,0.9610417463945634,1.376886661794383,1.1248968801538102,1.160980449418492,1,1,1
249,1.2881656532863617,1.0193874483009506,1.3080480968663202,1.066349951737548,1.1105010420837755,1,1,1
250,1.39116644363531,1.1183139958486876,1.5382162459182456,1.2630171299116604,1.3159017588103397,1,1,1
251,1.1836158853220922,0.9445317953453702,1.3269892004733985,1.0812278398794524,1.122296474823398,1,1,1
252,1.4354658206253321,1.183922931902428,1.5113778228944954,1.2770276285338582,1.3182133882793816,1,1,1
253,1.3198167343104483,1.070523266920455,1.5431331572830704,1.2891415077169621,1.334998478513233,1,1,1
254,1.236937315688412,0.9956283452416679,1.3878122666103134,1.1414833014394783,1.1737054657260504,1,1,1
255,1.25753568783656,0.9826600183540989,1.2544252138966332,1.004259394046771,1.0563325703549669,1,1,1
256,1.2645824764170963,1.0424778667080106,1.2419404148617197,0.9804073540632767,1.021785903218037,1,1,0
257,1.3452732539493897,1.0861272374685402,1.5464333346053292,1.2904568863028407,1.3335283559768294,1,1,1
258,1.5429338407924629,1.2915381789743154,1.5050928411937814,1.2666750586321458,1.3043655040334765,1,1,1
259,1.0252825574164097,0.7920927654051417,1.3052844925086526,1.0305781054883667,1.078015224915892,1,1,1
260,1.3932722889567593,1.1627799965110739,1.5701627386054657,1.341671911521005,1.3763304600298332,1,1,1
261,1.220624458888049,0.9657663235543619,1.4371443721239197,1.1714442815196988,1.20852216518572,1,1,1
262,1.1563443375598026,0.8969979298935997,1.1852162293455204,0.9252002309158687,0.9623320131992938,1,1,1
263,1.082706849992129,0.8550874069562717,1.253280970566725,1.0019734719890687,1.04407348181608,1,1,1
