seed,effect_deepfaked_MAP,effect_deepfaked_95_CI_lower,H567_deepfaked
1,1.1813586349652536,0.8728709995741817,1
2,1.246913572150488,0.9038904241851412,1
3,1.0365432700003472,0.6548178748334097,1
4,1.0092895445842247,0.5806347240319149,1
5,1.119243374566892,0.7640413232200337,1
6,1.1401968364225317,0.7983571796545166,1
7,0.801933791286868,0.46275526199361483,1
8,1.097449119228665,0.7224522638244065,1
9,1.1108105967065454,0.8014899339931171,1
10,1.1376301713136947,0.7886287328394742,1
11,1.1622706973020036,0.7804927366719816,1
12,1.0761014093013705,0.7065507045148074,1
13,0.7032031470734423,0.3374851154556447,1
14,1.246421596399032,0.9241833233992806,1
15,1.0887168289214462,0.7661644635226269,1
16,1.1104462685088583,0.7403881645256635,1
17,1.1772448987079724,0.8371812523918615,1
18,1.3697843581742137,0.9703811869309932,1
19,0.9113592319600585,0.5848052442547201,1
20,1.1894156748017817,0.8455207232952927,1
21,1.1655574151595922,0.8089031074458386,1
22,1.1721098720127558,0.7718280879250123,1
23,1.4713805195879286,1.1227795011525232,1
24,0.9172399836232565,0.5627909448616485,1
25,0.9262495569325873,0.579124294296122,1
26,0.897265686060652,0.5308320613134753,1
27,0.7348722671881923,0.38329575161307755,1
28,1.2190357740715343,0.8902077195253206,1
29,0.8938606848049472,0.4962092322942707,1
30,1.0597373761130973,0.6779009319999254,1
31,0.91737383170571,0.5503511468575517,1
32,0.7206584463270173,0.36525848529808963,1
33,1.2590549946194307,0.8555311095773226,1
34,1.2246786787006734,0.8362918736391579,1
35,1.059201820504099,0.7027703729762202,1
36,1.0018220494864352,0.655649840834858,1
37,1.187916475858284,0.7965533125156858,1
38,0.8186355666521001,0.4323854793443898,1
39,1.015885421846303,0.6789315809049699,1
40,1.42644275116592,1.0481132836202551,1
41,1.230206775386153,0.8675953252006384,1
42,0.8860040073199128,0.5348706960875251,1
43,0.8921389950188685,0.5548862692520938,1
44,1.2378233825874463,0.8750670193643987,1
45,0.9794992908308564,0.614131082765404,1
46,1.0039039543914192,0.6193333902257712,1
47,1.2123900376632943,0.8405221165868922,1
48,1.1461217800825891,0.8002683849497398,1
49,1.1089156652772227,0.7288460961921923,1
50,1.3904341622268657,1.0339223344981723,1
51,1.1879665709636031,0.7950594879569866,1
52,0.8719191988796725,0.5211772993593713,1
53,1.1660026344841357,0.8026116942796628,1
54,1.1011098526724032,0.7454080605141549,1
55,0.9626688824321937,0.6357339722819972,1
56,1.332681616195643,0.9816703238047508,1
57,1.1299868051215265,0.7533321627498296,1
58,0.888500782773731,0.5515878061071453,1
59,1.069982622841377,0.711194365729633,1
60,1.1089161424531524,0.8002353772354257,1
61,1.3824163747279519,1.0624943296240532,1
62,1.2436318180100798,0.8571944881172294,1
63,1.3181567843904012,0.9226025436882914,1
64,0.961059953311876,0.5831217900142946,1
65,1.3542537721791204,0.9741615764235619,1
66,1.0288779513840778,0.6759078098446188,1
67,1.546688792956656,1.1846498699569596,1
68,1.1629169751436985,0.7947991991029364,1
69,1.0771465838022836,0.7740776939111023,1
70,1.3695797053178693,1.0140641205067762,1
71,0.8427880346004967,0.4979316683162336,1
72,0.8968576457992198,0.5461847162524383,1
73,1.1776975216551957,0.8266989162127611,1
74,0.803495780362804,0.4474860372778073,1
75,1.1437115437820071,0.7340385608860084,1
76,1.2093319082772989,0.8414015394669767,1
77,1.0704820286129686,0.7073457819022988,1
78,0.985607099319546,0.6156377830080957,1
79,0.970909749411759,0.5960187973475958,1
80,1.0252979456828113,0.6412673781889913,1
81,1.1533723420347728,0.799049134656197,1
82,1.3221612089593877,0.9513024957081969,1
83,0.8569969779701107,0.48630551135138683,1
84,1.0159144692747595,0.6571509417856003,1
85,0.9596563270993668,0.6018899210568047,1
86,1.0785002937660473,0.7150884194159289,1
87,1.0952664775939973,0.7105540873033639,1
88,1.0861248166467152,0.7008841095673585,1
89,1.3453446381722949,0.9722958315326391,1
90,0.8587679458504682,0.553055430317329,1
91,1.233033657728915,0.8636038869894278,1
92,1.1574352534183696,0.7756111891360868,1
93,1.2341869345956238,0.8907832037681372,1
94,1.3143136795476025,0.9278699151029107,1
95,1.0679223280784835,0.6496153629949232,1
96,1.5221101067875376,1.1929975489538063,1
97,1.212897719617171,0.9051526395179891,1
98,0.763586596215125,0.4177420714920443,1
99,0.9706879858389187,0.6435119542903216,1
100,0.9912265323128666,0.647402345678568,1
101,0.9996507603145939,0.6793816629361329,1
102,1.1488678513101533,0.7287425769385474,1
103,0.9066883141531894,0.5668128070144333,1
104,1.2464307877961098,0.9134700485394744,1
105,0.7971719533317123,0.446967754239351,1
106,1.016929174173344,0.6053897543259303,1
107,0.9268277985876384,0.5895655565784093,1
108,1.2077245523281412,0.8385652587081945,1
109,0.9938185075608935,0.5918934384487036,1
110,0.8628958283325415,0.5203237758980738,1
111,1.1487982886171475,0.7700370242008285,1
112,0.9016595359078847,0.5483267686972868,1
113,0.7094299931632394,0.40541700461307617,1
114,1.2089699854684117,0.8630187333263373,1
115,0.6926393277694365,0.3036886761327716,1
116,1.1943148536496098,0.8275629050356419,1
117,1.304785065921832,0.9026173078486777,1
118,1.3040782640038076,0.9240244473229984,1
119,1.1596499917220169,0.8378135868025942,1
120,0.9245966974946318,0.5846667472146606,1
121,1.2001224052766561,0.8080830012580487,1
122,1.244715111002611,0.8936537991795834,1
123,1.0541975491001887,0.721021368266846,1
124,0.8207219905662794,0.4379244692686656,1
125,1.1716800037334094,0.8209270087478457,1
126,0.952377040105088,0.5630834792585013,1
127,1.100703217637687,0.7570589887352825,1
128,1.230842563978673,0.8818640347062814,1
129,0.9777048824961743,0.6154018756633999,1
130,1.255610377771222,0.8443756254597656,1
131,0.9836627761520735,0.6068621525162277,1
132,0.8058301384657205,0.48845726957731345,1
133,1.0108016241467934,0.6676070682884508,1
134,1.2476566661584,0.8626074618472609,1
135,0.7338242742042325,0.3816767762966996,1
136,1.4063996329640718,1.0156182844895296,1
137,1.2129073213229316,0.8863890332779989,1
138,1.276404485647047,0.9775493052610832,1
139,0.7304530667671122,0.36715520947910474,1
140,1.206789147247953,0.8522295807263032,1
141,1.1682921698105162,0.868063055324633,1
142,0.6350101157896841,0.2535161581566782,1
143,1.157372917134584,0.7937828908274366,1
144,1.117671800610188,0.7662857621083153,1
145,1.2027813002405,0.8556754003068308,1
146,0.9386267048547126,0.5599822475227877,1
147,1.1012373024358402,0.734564377616891,1
148,0.8906669897594082,0.5446986072248903,1
149,1.370198031254601,0.9906950874137794,1
150,1.22375545100711,0.8143979347020087,1
151,1.2137163292263053,0.7656557037010941,1
152,1.0717654676170505,0.7140666880702683,1
153,1.1799740286077456,0.8495228874229213,1
154,1.4116963802011553,1.0161679920579032,1
155,0.8890136538907761,0.5208041816957015,1
156,1.122888832235185,0.7412288622340235,1
157,1.4250039593488166,1.0394114160214825,1
158,1.40514211059428,1.0274274647492594,1
159,1.1593719153036974,0.7564160385869156,1
160,1.4859357751165236,1.1081703011237143,1
161,1.3510643313720954,0.9860111333700449,1
162,0.9150229419893288,0.5196221351800837,1
163,1.095034185466615,0.6931534561748801,1
164,0.8050255500217565,0.4625677689044758,1
165,0.914200528676931,0.5324604481597484,1
166,1.187568205235351,0.833877419553123,1
167,0.8589391892334574,0.4969413225658411,1
168,1.0445079199854281,0.6701294471874484,1
169,0.9085338674418151,0.5621411457818435,1
170,1.2924144149187426,0.8942603715454878,1
171,1.0949994035211017,0.7089794795118162,1
172,0.8667136135650018,0.4810843851723308,1
173,0.813595142864285,0.48706751924939923,1
174,1.0713216430409724,0.7669181161229301,1
175,0.5688927372891315,0.24861831096628892,1
176,1.2667179757814346,0.8345068565061109,1
177,1.1495510182897284,0.7739932672141541,1
178,0.7254149176400265,0.40697191284527107,1
179,0.9468019625069501,0.5557157433943555,1
180,1.2766913295572173,0.9002253043652636,1
181,1.1592325711002032,0.7603906172166983,1
182,1.3834397192943726,1.015564028671794,1
183,1.3215455524140358,0.9761148876753836,1
184,1.009402637292387,0.6187046426702021,1
185,1.1590966566491456,0.8160813170340652,1
186,0.9177503606268163,0.537885757083344,1
187,1.0928066120723998,0.7024899754553907,1
188,1.1496751120173747,0.8070684314301294,1
189,1.0015331348552747,0.5981045507332649,1
190,0.9548943583788017,0.5953391536014028,1
191,0.892785664849348,0.49437906232997497,1
192,0.9716913971292384,0.5656754837778818,1
193,1.2766730661466323,0.8984548701324112,1
194,1.0568200582517409,0.6765801998708307,1
195,0.8306068377936893,0.46276365893357796,1
196,1.2248110720338192,0.7875779510162904,1
197,0.7729388888024381,0.4199953760396666,1
198,1.127182539090052,0.7893613457060511,1
199,1.0298325678682176,0.6720325966291136,1
200,1.0044120473374363,0.6454036971808714,1
201,1.5094627590037906,1.1628526932043886,1
202,1.231436283436793,0.8636779949101936,1
203,1.0477218599121505,0.6366164369941787,1
204,1.4326312708100306,1.0150075085072092,1
205,1.0393254596775603,0.7074684412553507,1
206,1.119060065443184,0.7388969809197015,1
207,1.0397562082990524,0.7086058311386139,1
208,0.8290239466403827,0.45899091395056874,1
209,1.2020769703712957,0.8449245597209529,1
210,1.3380379410129657,0.999285006417334,1
211,1.3864100285133758,0.9580735539977393,1
212,0.8725857902703915,0.5002536065861471,1
213,1.0692704364801404,0.665578164176848,1
214,1.28639914713,0.9513472780911647,1
215,1.2261016534194902,0.8727969051710768,1
216,1.3140187551733207,0.9251333038616069,1
217,1.025947244777858,0.7293649237363354,1
218,1.201533327198722,0.8888076332918736,1
219,1.0568999674999877,0.6884529897452991,1
220,1.1091269673523079,0.7498079982531506,1
221,0.6068175287225974,0.2701186810700477,1
222,1.2765529487493104,0.9231137544800636,1
223,1.1328067799474293,0.7458658420146849,1
224,0.9392689390194713,0.5907824939156681,1
225,0.9294806955387965,0.5690395737267524,1
226,1.3489901472998413,1.0485378207450762,1
227,0.9625949950246355,0.6144690424778021,1
228,1.2085923541301133,0.8506727760608485,1
229,1.2205325602021881,0.8854459002637789,1
230,1.3058470412105465,0.8929108430859503,1
231,0.6791549735390916,0.31564533395807076,1
232,0.9617305985305612,0.6630268788532354,1
233,1.2762776423827913,0.8906694231550407,1
234,0.7626315641170516,0.3502965049105749,1
235,1.123134984668558,0.7600322848373856,1
236,0.9618868483826799,0.597161664526299,1
237,1.3950237214771712,1.0428881423422627,1
238,0.9386773528274178,0.5531941192962635,1
239,0.9827445825411514,0.6074929465350495,1
240,0.9919062357184626,0.6316009627699533,1
241,1.251183941841959,0.8737803618979957,1
242,1.0794831387287083,0.699807692780904,1
243,0.8996812309386704,0.5735339564961828,1
244,1.1474477054310288,0.7845667505459771,1
245,1.0279780869082509,0.6251157596262378,1
246,0.8254604863828156,0.4339989942720242,1
247,0.9893267989019658,0.6086598625388636,1
248,0.6574480201974187,0.2533778799950347,1
249,0.9065023716010058,0.5462047434070076,1
250,1.1369651196361596,0.7709669620597792,1
251,1.3753499226296284,0.9914101497656085,1
252,1.3397786441269512,0.977166912917452,1
253,0.99320474058468,0.6359230139622288,1
254,1.1545473805841926,0.7742198007698227,1
255,0.8983921489444757,0.5095927282212422,1
256,0.6377514527854123,0.33149812617613655,1
257,0.9146890127606734,0.5530905287197516,1
258,1.2140927356638862,0.8174115660667857,1
259,1.391063355404592,0.9885737839668214,1
260,0.8652760062464044,0.4643886611551095,1
261,0.9730741453014331,0.6263002275926182,1
262,0.9401143602195082,0.545057674216688,1
263,0.858872577698405,0.5168614486174689,1
264,1.071727233311256,0.7118452688090909,1
265,0.899624566696879,0.5869856237229819,1
266,0.9921195368809974,0.6461071409043477,1
267,0.679103982316577,0.35109765752420774,1
268,1.240149080690672,0.8008086580659116,1
269,1.2715496489840212,0.9020520674855178,1
270,1.3037143549356798,0.9225381077832809,1
271,0.9182438094469296,0.5758208755943582,1
272,0.8450722684559413,0.5482598516941732,1
273,1.1687749669623033,0.7955573689339946,1
274,0.8172376325653413,0.43169808346570426,1
275,1.0797631516057615,0.7232494197921424,1
276,1.085262084373905,0.7388523565237374,1
277,1.205465133334159,0.8294698177841323,1
278,1.2576094699762093,0.8933553289956134,1
279,0.8518721183438582,0.4676774389206527,1
280,1.0342194445482125,0.6748912121038295,1
281,1.053470528174836,0.7021787538495854,1
282,1.2503550204499754,0.9245794602469264,1
283,1.3240665950758077,0.9519897010419156,1
284,1.0547434792253672,0.6658348190096625,1
285,1.0401125166566865,0.6721493464704522,1
286,0.7160282652375792,0.3585962485535489,1
287,0.7998945313786445,0.40596999345986284,1
288,1.1419709964100822,0.7363972452059329,1
289,1.002157434191989,0.6045398423790926,1
290,1.0444679623354736,0.7001222046910869,1
291,1.049215661048934,0.6802871290516368,1
292,1.332330102374844,0.9213680135787965,1
293,1.1419701557409456,0.7504468229049568,1
294,1.1862593370847718,0.7653591017005996,1
295,0.7281195184980123,0.3523552269515036,1
296,1.4025381624373172,1.0516704964912427,1
297,1.0492294485129958,0.7075900688982013,1
298,1.0184245286377234,0.5879383478129698,1
299,1.1846780218998618,0.8403234711971976,1
300,0.8392927033149082,0.44144072719259053,1
301,0.6837787991736847,0.3572788217853237,1
302,1.0290357452026464,0.7118233855371692,1
303,1.0885184548287983,0.7016664333638675,1
304,1.2858176554555367,0.9101799712316124,1
305,0.9992983899634137,0.6556945525700935,1
306,0.9911609999017712,0.6464617205785733,1
307,1.0570164409649552,0.6936222124284687,1
308,1.249922882040382,0.8806328916293532,1
309,0.8153074059657748,0.4540100670909378,1
310,0.8428552849490236,0.506695974662447,1
311,1.179958100478749,0.8036464235508821,1
312,0.9410017750000426,0.5736191006307915,1
313,0.5919965391729365,0.24478944975271438,1
314,0.846393218742263,0.4990469658268974,1
315,0.9620293033072789,0.5540060126249485,1
316,0.8958520372344227,0.5537156180457081,1
317,1.3821186792995617,0.9873547189181263,1
318,1.1957750542528132,0.9100447718975256,1
319,1.1644086719791693,0.8040617505077835,1
320,1.0036339889019517,0.6204907563166867,1
321,1.0032658057151052,0.6517267250349845,1
322,0.8284328876394175,0.4734430769261196,1
323,1.0247304780483621,0.6429207899637407,1
324,0.8528641087195528,0.5004157251327266,1
325,0.9609903583584428,0.6235446728442194,1
326,0.9213116692763639,0.5233572221702859,1
327,1.335702583569355,0.9964346358083305,1
328,1.0554335666693984,0.7360267499510896,1
329,0.7382227810082791,0.3648183828057262,1
330,1.0178634024764794,0.6762478365985244,1
331,1.0132060277335437,0.6278273965920066,1
332,1.2153311288098658,0.8288922476930685,1
333,0.8562153359956844,0.5205431502281426,1
334,1.22237983230006,0.853638895695656,1
335,1.1910658399941907,0.804868819510928,1
336,1.0271439809524547,0.6718399502227997,1
337,1.2429458087828738,0.8848448009353094,1
338,1.302220361174167,0.9764329892375114,1
339,1.261080297461629,0.8611181229016219,1
340,1.0129658577224556,0.6747363526521608,1
341,1.4465229458072995,1.0702012515822488,1
342,0.7634864006634443,0.4265906023540459,1
343,0.8985074808381008,0.5194269889765538,1
344,0.9875506389320212,0.6259757754267637,1
345,1.1230315173960113,0.7567934459982747,1
346,1.141863227530504,0.7729334822708522,1
347,1.388057900386676,1.0280052600498957,1
348,1.122414032659096,0.7371661047879443,1
349,0.9930082173934857,0.6548310986244937,1
350,0.9938692655720611,0.574120168756385,1
351,0.9063991455869588,0.5505017870966935,1
352,0.998448867549021,0.5958081754628092,1
353,1.1266508998030988,0.7820153720818643,1
354,1.0818891080551505,0.7532290863651333,1
355,1.253388104558695,0.8651078362993517,1
356,1.039268037229064,0.6228297857064918,1
357,1.3615053295109412,0.9977884031610209,1
358,1.4944329682974673,1.1251557392107074,1
359,0.858262790522492,0.45943053717392796,1
360,1.3084690474302376,0.9429752827311947,1
361,1.3268475804578244,0.9442746246602416,1
362,1.0394939001499044,0.6690094859354279,1
363,1.306537746297594,0.9458565838987721,1
364,1.0739154536443891,0.7020826503816151,1
365,1.1167450125427176,0.7516275430689172,1
366,1.2690608807647359,0.9212095374960956,1
367,1.208307067607761,0.847780882433661,1
368,1.1666588985063049,0.8304787210285616,1
369,0.9614577983945507,0.5973963445171048,1
370,0.7614271694637865,0.3750449987871178,1
371,1.2853763190086633,0.9539984038777459,1
372,0.5964099169541477,0.2110631804274668,1
373,0.8727456077660394,0.5142668446688204,1
374,1.3478247307042444,1.0103319206716672,1
375,1.0585931998023834,0.6929981959033508,1
376,0.7942466181208597,0.4083415947769571,1
377,0.7894394898584038,0.42681964624878105,1
378,0.9820588563233847,0.6404132368679554,1
379,1.0359227017814285,0.688250664579031,1
380,0.7335922678570794,0.3461575642132385,1
