seed,effect_genuine_MAP,effect_genuine_95_CI_lower,effect_deepfaked_MAP,effect_deepfaked_95_CI_lower,effect_deepfaked_90_CI_lower,H1_genuine,H1_deepfaked,H2_noninferiority
23,2.6603767826437648,2.4560619524610163,2.886728935686938,2.6704599702582104,2.7053072986403137,1,1,1
24,2.675036175073525,2.4503443079005747,2.7616711266713896,2.536195918897031,2.5732177727329772,1,1,1
25,2.54534547600041,2.3330676043595884,2.6719858312608,2.457985937342549,2.4938970968535257,1,1,1
26,2.5687066208599103,2.3744708853198953,2.7070751626648573,2.485342289814969,2.505516767046484,1,1,1
27,2.8436730451171184,2.620728675377776,2.8192542615933682,2.5970409692556045,2.629904236781381,1,1,1
28,2.5089489487070438,2.2888647338956325,2.7979201618003717,2.5853410484681416,2.627145042000349,1,1,1
29,2.875746259844099,2.663044582396767,2.8763115849300323,2.660099239471234,2.69509070497788,1,1,1
30,2.7106525598432376,2.4945518037274583,2.7019587779341814,2.482943321748494,2.51144323412803,1,1,1
31,2.46918062169715,2.2412757240653005,2.620330706742451,2.398641607396724,2.4370008151828095,1,1,1
32,2.6393851346739434,2.4320858451565197,2.77876908424422,2.565736239628114,2.599254062831653,1,1,1
